model,module,frequency,tiles,U
mistral7b,model.layers.28.mlp.down_proj,3,1,57344
mistral7b,model.layers.28.mlp.down_proj,4,1,57344
mistral7b,model.layers.28.mlp.down_proj,5,0,57344
mistral7b,model.layers.28.mlp.gate_proj,0,57314,57344
mistral7b,model.layers.28.mlp.gate_proj,1,21,57344
mistral7b,model.layers.28.mlp.gate_proj,2,2,57344
mistral7b,model.layers.28.mlp.gate_proj,3,3,57344
mistral7b,model.layers.28.mlp.gate_proj,4,2,57344
mistral7b,model.layers.28.mlp.gate_proj,5,2,57344
mistral7b,model.layers.28.mlp.up_proj,0,57305,57344
mistral7b,model.layers.28.mlp.up_proj,1,16,57344
mistral7b,model.layers.28.mlp.up_proj,2,10,57344
mistral7b,model.layers.28.mlp.up_proj,3,3,57344
mistral7b,model.layers.28.mlp.up_proj,4,2,57344
mistral7b,model.layers.28.mlp.up_proj,5,8,57344
mistral7b,model.layers.28.self_attn.k_proj,0,4096,4096
mistral7b,model.layers.28.self_attn.k_proj,1,0,4096
mistral7b,model.layers.28.self_attn.k_proj,2,0,4096
mistral7b,model.layers.28.self_attn.k_proj,3,0,4096
mistral7b,model.layers.28.self_attn.k_proj,4,0,4096
mistral7b,model.layers.28.self_attn.k_proj,5,0,4096
mistral7b,model.layers.28.self_attn.o_proj,0,16347,16384
mistral7b,model.layers.28.self_attn.o_proj,1,36,16384
mistral7b,model.layers.28.self_attn.o_proj,2,1,16384
mistral7b,model.layers.28.self_attn.o_proj,3,0,16384
mistral7b,model.layers.28.self_attn.o_proj,4,0,16384
mistral7b,model.layers.28.self_attn.o_proj,5,0,16384
mistral7b,model.layers.28.self_attn.q_proj,0,16383,16384
mistral7b,model.layers.28.self_attn.q_proj,1,1,16384
mistral7b,model.layers.28.self_attn.q_proj,2,0,16384
mistral7b,model.layers.28.self_attn.q_proj,3,0,16384
mistral7b,model.layers.28.self_attn.q_proj,4,0,16384
mistral7b,model.layers.28.self_attn.q_proj,5,0,16384
mistral7b,model.layers.28.self_attn.v_proj,0,4085,4096
mistral7b,model.layers.28.self_attn.v_proj,1,10,4096
mistral7b,model.layers.28.self_attn.v_proj,2,1,4096
mistral7b,model.layers.28.self_attn.v_proj,3,0,4096
mistral7b,model.layers.28.self_attn.v_proj,4,0,4096
mistral7b,model.layers.28.self_attn.v_proj,5,0,4096
mistral7b,model.layers.29.mlp.down_proj,0,57219,57344
mistral7b,model.layers.29.mlp.down_proj,1,50,57344
mistral7b,model.layers.29.mlp.down_proj,2,12,57344
mistral7b,model.layers.29.mlp.down_proj,3,24,57344
mistral7b,model.layers.29.mlp.down_proj,4,15,57344
mistral7b,model.layers.29.mlp.down_proj,5,24,57344
mistral7b,model.layers.29.mlp.gate_proj,0,57291,57344
mistral7b,model.layers.29.mlp.gate_proj,1,21,57344
mistral7b,model.layers.29.mlp.gate_proj,2,6,57344
mistral7b,model.layers.29.mlp.gate_proj,3,2,57344
mistral7b,model.layers.29.mlp.gate_proj,4,5,57344
mistral7b,model.layers.29.mlp.gate_proj,5,19,57344
mistral7b,model.layers.29.mlp.up_proj,0,57287,57344
mistral7b,model.layers.29.mlp.up_proj,1,28,57344
mistral7b,model.layers.29.mlp.up_proj,2,4,57344
mistral7b,model.layers.29.mlp.up_proj,3,4,57344
mistral7b,model.layers.29.mlp.up_proj,4,2,57344
mistral7b,model.layers.29.mlp.up_proj,5,19,57344
mistral7b,model.layers.29.self_attn.k_proj,0,4094,4096
mistral7b,model.layers.29.self_attn.k_proj,1,2,4096
mistral7b,model.layers.29.self_attn.k_proj,2,0,4096
mistral7b,model.layers.29.self_attn.k_proj,3,0,4096
mistral7b,model.layers.29.self_attn.k_proj,4,0,4096
mistral7b,model.layers.29.self_attn.k_proj,5,0,4096
mistral7b,model.layers.29.self_attn.o_proj,0,16193,16384
mistral7b,model.layers.29.self_attn.o_proj,1,150,16384
mistral7b,model.layers.29.self_attn.o_proj,2,29,16384
mistral7b,model.layers.29.self_attn.o_proj,3,9,16384
mistral7b,model.layers.29.self_attn.o_proj,4,3,16384
mistral7b,model.layers.29.self_attn.o_proj,5,0,16384
mistral7b,model.layers.29.self_attn.q_proj,0,16369,16384
mistral7b,model.layers.29.self_attn.q_proj,1,9,16384
mistral7b,model.layers.29.self_attn.q_proj,2,1,16384
mistral7b,model.layers.29.self_attn.q_proj,3,3,16384
mistral7b,model.layers.29.self_attn.q_proj,4,1,16384
mistral7b,model.layers.29.self_attn.q_proj,5,1,16384
mistral7b,model.layers.29.self_attn.v_proj,0,4025,4096
mistral7b,model.layers.29.self_attn.v_proj,1,54,4096
mistral7b,model.layers.29.self_attn.v_proj,2,5,4096
mistral7b,model.layers.29.self_attn.v_proj,3,7,4096
mistral7b,model.layers.29.self_attn.v_proj,4,4,4096
mistral7b,model.layers.29.self_attn.v_proj,5,1,4096
mistral7b,model.layers.3.mlp.down_proj,0,57331,57344
mistral7b,model.layers.3.mlp.down_proj,1,13,57344
mistral7b,model.layers.3.mlp.down_proj,2,0,57344
mistral7b,model.layers.3.mlp.down_proj,3,0,57344
mistral7b,model.layers.3.mlp.down_proj,4,0,57344
mistral7b,model.layers.3.mlp.down_proj,5,0,57344
mistral7b,model.layers.3.mlp.gate_proj,0,57339,57344
mistral7b,model.layers.3.mlp.gate_proj,1,5,57344
mistral7b,model.layers.3.mlp.gate_proj,2,0,57344
mistral7b,model.layers.3.mlp.gate_proj,3,0,57344
mistral7b,model.layers.3.mlp.gate_proj,4,0,57344
mistral7b,model.layers.3.mlp.gate_proj,5,0,57344
mistral7b,model.layers.3.mlp.up_proj,0,57329,57344
mistral7b,model.layers.3.mlp.up_proj,1,15,57344
mistral7b,model.layers.3.mlp.up_proj,2,0,57344
mistral7b,model.layers.3.mlp.up_proj,3,0,57344
mistral7b,model.layers.3.mlp.up_proj,4,0,57344
mistral7b,model.layers.3.mlp.up_proj,5,0,57344
mistral7b,model.layers.3.self_attn.k_proj,0,4090,4096
mistral7b,model.layers.3.self_attn.k_proj,1,6,4096
mistral7b,model.layers.3.self_attn.k_proj,2,0,4096
mistral7b,model.layers.3.self_attn.k_proj,3,0,4096
mistral7b,model.layers.3.self_attn.k_proj,4,0,4096
mistral7b,model.layers.3.self_attn.k_proj,5,0,4096
mistral7b,model.layers.3.self_attn.o_proj,0,16377,16384
mistral7b,model.layers.3.self_attn.o_proj,1,7,16384
mistral7b,model.layers.3.self_attn.o_proj,2,0,16384
mistral7b,model.layers.3.self_attn.o_proj,3,0,16384
mistral7b,model.layers.3.self_attn.o_proj,4,0,16384
mistral7b,model.layers.3.self_attn.o_proj,5,0,16384
mistral7b,model.layers.3.self_attn.q_proj,0,16377,16384
mistral7b,model.layers.3.self_attn.q_proj,1,7,16384
mistral7b,model.layers.3.self_attn.q_proj,2,0,16384
mistral7b,model.layers.3.self_attn.q_proj,3,0,16384
mistral7b,model.layers.3.self_attn.q_proj,4,0,16384
mistral7b,model.layers.3.self_attn.q_proj,5,0,16384
mistral7b,model.layers.3.self_attn.v_proj,0,4091,4096
mistral7b,model.layers.3.self_attn.v_proj,1,5,4096
mistral7b,model.layers.3.self_attn.v_proj,2,0,4096
mistral7b,model.layers.3.self_attn.v_proj,3,0,4096
mistral7b,model.layers.3.self_attn.v_proj,4,0,4096
mistral7b,model.layers.3.self_attn.v_proj,5,0,4096
mistral7b,model.layers.30.mlp.down_proj,0,56041,57344
mistral7b,model.layers.30.mlp.down_proj,1,623,57344
mistral7b,model.layers.30.mlp.down_proj,2,190,57344
mistral7b,model.layers.30.mlp.down_proj,3,130,57344
mistral7b,model.layers.30.mlp.down_proj,4,127,57344
mistral7b,model.layers.30.mlp.down_proj,5,233,57344
mistral7b,model.layers.30.mlp.gate_proj,0,57032,57344
mistral7b,model.layers.30.mlp.gate_proj,1,96,57344
mistral7b,model.layers.30.mlp.gate_proj,2,53,57344
mistral7b,model.layers.30.mlp.gate_proj,3,33,57344
mistral7b,model.layers.30.mlp.gate_proj,4,31,57344
mistral7b,model.layers.30.mlp.gate_proj,5,99,57344
mistral7b,model.layers.30.mlp.up_proj,0,57011,57344
mistral7b,model.layers.30.mlp.up_proj,1,100,57344
mistral7b,model.layers.30.mlp.up_proj,2,38,57344
mistral7b,model.layers.30.mlp.up_proj,3,27,57344
mistral7b,model.layers.30.mlp.up_proj,4,35,57344
mistral7b,model.layers.30.mlp.up_proj,5,133,57344
mistral7b,model.layers.30.self_attn.k_proj,0,4092,4096
mistral7b,model.layers.30.self_attn.k_proj,1,3,4096
mistral7b,model.layers.30.self_attn.k_proj,2,1,4096
mistral7b,model.layers.30.self_attn.k_proj,3,0,4096
mistral7b,model.layers.30.self_attn.k_proj,4,0,4096
mistral7b,model.layers.30.self_attn.k_proj,5,0,4096
mistral7b,model.layers.30.self_attn.o_proj,0,16317,16384
mistral7b,model.layers.30.self_attn.o_proj,1,61,16384
mistral7b,model.layers.30.self_attn.o_proj,2,6,16384
mistral7b,model.layers.30.self_attn.o_proj,3,0,16384
mistral7b,model.layers.30.self_attn.o_proj,4,0,16384
mistral7b,model.layers.30.self_attn.o_proj,5,0,16384
mistral7b,model.layers.30.self_attn.q_proj,0,16376,16384
mistral7b,model.layers.30.self_attn.q_proj,1,4,16384
mistral7b,model.layers.30.self_attn.q_proj,2,3,16384
mistral7b,model.layers.30.self_attn.q_proj,3,0,16384
mistral7b,model.layers.30.self_attn.q_proj,4,1,16384
mistral7b,model.layers.30.self_attn.q_proj,5,0,16384
mistral7b,model.layers.30.self_attn.v_proj,0,4037,4096
mistral7b,model.layers.30.self_attn.v_proj,1,47,4096
mistral7b,model.layers.30.self_attn.v_proj,2,8,4096
mistral7b,model.layers.30.self_attn.v_proj,3,1,4096
mistral7b,model.layers.30.self_attn.v_proj,4,2,4096
mistral7b,model.layers.30.self_attn.v_proj,5,1,4096
mistral7b,model.layers.31.mlp.down_proj,0,57210,57344
mistral7b,model.layers.31.mlp.down_proj,1,114,57344
mistral7b,model.layers.31.mlp.down_proj,2,13,57344
mistral7b,model.layers.31.mlp.down_proj,3,4,57344
mistral7b,model.layers.31.mlp.down_proj,4,2,57344
mistral7b,model.layers.31.mlp.down_proj,5,1,57344
mistral7b,model.layers.31.mlp.gate_proj,0,57235,57344
mistral7b,model.layers.31.mlp.gate_proj,1,67,57344
mistral7b,model.layers.31.mlp.gate_proj,2,19,57344
mistral7b,model.layers.31.mlp.gate_proj,3,7,57344
mistral7b,model.layers.31.mlp.gate_proj,4,8,57344
mistral7b,model.layers.31.mlp.gate_proj,5,8,57344
mistral7b,model.layers.31.mlp.up_proj,0,57255,57344
mistral7b,model.layers.31.mlp.up_proj,1,57,57344
mistral7b,model.layers.31.mlp.up_proj,2,13,57344
mistral7b,model.layers.31.mlp.up_proj,3,7,57344
mistral7b,model.layers.31.mlp.up_proj,4,5,57344
mistral7b,model.layers.31.mlp.up_proj,5,7,57344
mistral7b,model.layers.31.self_attn.k_proj,0,4040,4096
mistral7b,model.layers.31.self_attn.k_proj,1,40,4096
mistral7b,model.layers.31.self_attn.k_proj,2,10,4096
mistral7b,model.layers.31.self_attn.k_proj,3,3,4096
mistral7b,model.layers.31.self_attn.k_proj,4,2,4096
mistral7b,model.layers.31.self_attn.k_proj,5,1,4096
mistral7b,model.layers.31.self_attn.o_proj,0,15766,16384
mistral7b,model.layers.31.self_attn.o_proj,1,157,16384
mistral7b,model.layers.31.self_attn.o_proj,2,102,16384
mistral7b,model.layers.31.self_attn.o_proj,3,73,16384
mistral7b,model.layers.31.self_attn.o_proj,4,93,16384
mistral7b,model.layers.31.self_attn.o_proj,5,193,16384
mistral7b,model.layers.31.self_attn.q_proj,0,16237,16384
mistral7b,model.layers.31.self_attn.q_proj,1,62,16384
mistral7b,model.layers.31.self_attn.q_proj,2,28,16384
mistral7b,model.layers.31.self_attn.q_proj,3,20,16384
mistral7b,model.layers.31.self_attn.q_proj,4,16,16384
mistral7b,model.layers.31.self_attn.q_proj,5,21,16384
mistral7b,model.layers.31.self_attn.v_proj,0,4004,4096
mistral7b,model.layers.31.self_attn.v_proj,1,54,4096
mistral7b,model.layers.31.self_attn.v_proj,2,21,4096
mistral7b,model.layers.31.self_attn.v_proj,3,4,4096
mistral7b,model.layers.31.self_attn.v_proj,4,4,4096
mistral7b,model.layers.31.self_attn.v_proj,5,9,4096
mistral7b,model.layers.4.mlp.down_proj,0,57339,57344
mistral7b,model.layers.4.mlp.down_proj,1,5,57344
mistral7b,model.layers.4.mlp.down_proj,2,0,57344
mistral7b,model.layers.4.mlp.down_proj,3,0,57344
mistral7b,model.layers.4.mlp.down_proj,4,0,57344
mistral7b,model.layers.4.mlp.down_proj,5,0,57344
mistral7b,model.layers.4.mlp.gate_proj,0,57341,57344
mistral7b,model.layers.4.mlp.gate_proj,1,3,57344
mistral7b,model.layers.4.mlp.gate_proj,2,0,57344
mistral7b,model.layers.4.mlp.gate_proj,3,0,57344
mistral7b,model.layers.4.mlp.gate_proj,4,0,57344
mistral7b,model.layers.4.mlp.gate_proj,5,0,57344
mistral7b,model.layers.4.mlp.up_proj,0,57329,57344
mistral7b,model.layers.4.mlp.up_proj,1,15,57344
mistral7b,model.layers.4.mlp.up_proj,2,0,57344
mistral7b,model.layers.4.mlp.up_proj,3,0,57344
mistral7b,model.layers.4.mlp.up_proj,4,0,57344
mistral7b,model.layers.4.mlp.up_proj,5,0,57344
mistral7b,model.layers.4.self_attn.k_proj,0,4093,4096
mistral7b,model.layers.4.self_attn.k_proj,1,3,4096
mistral7b,model.layers.4.self_attn.k_proj,2,0,4096
mistral7b,model.layers.4.self_attn.k_proj,3,0,4096
mistral7b,model.layers.4.self_attn.k_proj,4,0,4096
mistral7b,model.layers.4.self_attn.k_proj,5,0,4096
mistral7b,model.layers.4.self_attn.o_proj,0,16376,16384
mistral7b,model.layers.4.self_attn.o_proj,1,8,16384
mistral7b,model.layers.4.self_attn.o_proj,2,0,16384
mistral7b,model.layers.4.self_attn.o_proj,3,0,16384
mistral7b,model.layers.4.self_attn.o_proj,4,0,16384
mistral7b,model.layers.4.self_attn.o_proj,5,0,16384
mistral7b,model.layers.4.self_attn.q_proj,0,16378,16384
mistral7b,model.layers.4.self_attn.q_proj,1,6,16384
mistral7b,model.layers.4.self_attn.q_proj,2,0,16384
mistral7b,model.layers.4.self_attn.q_proj,3,0,16384
mistral7b,model.layers.4.self_attn.q_proj,4,0,16384
mistral7b,model.layers.4.self_attn.q_proj,5,0,16384
mistral7b,model.layers.4.self_attn.v_proj,0,4093,4096
mistral7b,model.layers.4.self_attn.v_proj,1,3,4096
mistral7b,model.layers.4.self_attn.v_proj,2,0,4096
mistral7b,model.layers.4.self_attn.v_proj,3,0,4096
mistral7b,model.layers.4.self_attn.v_proj,4,0,4096
mistral7b,model.layers.4.self_attn.v_proj,5,0,4096
mistral7b,model.layers.5.mlp.down_proj,0,57338,57344
mistral7b,model.layers.5.mlp.down_proj,1,6,57344
mistral7b,model.layers.5.mlp.down_proj,2,0,57344
mistral7b,model.layers.5.mlp.down_proj,3,0,57344
mistral7b,model.layers.5.mlp.down_proj,4,0,57344
mistral7b,model.layers.5.mlp.down_proj,5,0,57344
mistral7b,model.layers.5.mlp.gate_proj,0,57341,57344
mistral7b,model.layers.5.mlp.gate_proj,1,3,57344
mistral7b,model.layers.5.mlp.gate_proj,2,0,57344
mistral7b,model.layers.5.mlp.gate_proj,3,0,57344
mistral7b,model.layers.5.mlp.gate_proj,4,0,57344
mistral7b,model.layers.5.mlp.gate_proj,5,0,57344
mistral7b,model.layers.5.mlp.up_proj,0,57332,57344
mistral7b,model.layers.5.mlp.up_proj,1,12,57344
mistral7b,model.layers.5.mlp.up_proj,2,0,57344
mistral7b,model.layers.5.mlp.up_proj,3,0,57344
mistral7b,model.layers.5.mlp.up_proj,4,0,57344
mistral7b,model.layers.5.mlp.up_proj,5,0,57344
mistral7b,model.layers.5.self_attn.k_proj,0,4091,4096
mistral7b,model.layers.5.self_attn.k_proj,1,5,4096
mistral7b,model.layers.5.self_attn.k_proj,2,0,4096
mistral7b,model.layers.5.self_attn.k_proj,3,0,4096
mistral7b,model.layers.5.self_attn.k_proj,4,0,4096
mistral7b,model.layers.5.self_attn.k_proj,5,0,4096
mistral7b,model.layers.5.self_attn.o_proj,0,16381,16384
mistral7b,model.layers.5.self_attn.o_proj,1,3,16384
mistral7b,model.layers.5.self_attn.o_proj,2,0,16384
mistral7b,model.layers.5.self_attn.o_proj,3,0,16384
mistral7b,model.layers.5.self_attn.o_proj,4,0,16384
mistral7b,model.layers.5.self_attn.o_proj,5,0,16384
mistral7b,model.layers.5.self_attn.q_proj,0,16377,16384
mistral7b,model.layers.5.self_attn.q_proj,1,7,16384
mistral7b,model.layers.5.self_attn.q_proj,2,0,16384
mistral7b,model.layers.5.self_attn.q_proj,3,0,16384
mistral7b,model.layers.5.self_attn.q_proj,4,0,16384
mistral7b,model.layers.5.self_attn.q_proj,5,0,16384
mistral7b,model.layers.5.self_attn.v_proj,0,4090,4096
mistral7b,model.layers.5.self_attn.v_proj,1,6,4096
mistral7b,model.layers.5.self_attn.v_proj,2,0,4096
mistral7b,model.layers.5.self_attn.v_proj,3,0,4096
mistral7b,model.layers.5.self_attn.v_proj,4,0,4096
mistral7b,model.layers.5.self_attn.v_proj,5,0,4096
mistral7b,model.layers.6.mlp.down_proj,0,57336,57344
mistral7b,model.layers.6.mlp.down_proj,1,8,57344
mistral7b,model.layers.6.mlp.down_proj,2,0,57344
mistral7b,model.layers.6.mlp.down_proj,3,0,57344
mistral7b,model.layers.6.mlp.down_proj,4,0,57344
mistral7b,model.layers.6.mlp.down_proj,5,0,57344
mistral7b,model.layers.6.mlp.gate_proj,0,57342,57344
mistral7b,model.layers.6.mlp.gate_proj,1,2,57344
mistral7b,model.layers.6.mlp.gate_proj,2,0,57344
mistral7b,model.layers.6.mlp.gate_proj,3,0,57344
mistral7b,model.layers.6.mlp.gate_proj,4,0,57344
mistral7b,model.layers.6.mlp.gate_proj,5,0,57344
mistral7b,model.layers.6.mlp.up_proj,0,57331,57344
mistral7b,model.layers.6.mlp.up_proj,1,13,57344
mistral7b,model.layers.6.mlp.up_proj,2,0,57344
mistral7b,model.layers.6.mlp.up_proj,3,0,57344
mistral7b,model.layers.6.mlp.up_proj,4,0,57344
mistral7b,model.layers.6.mlp.up_proj,5,0,57344
mistral7b,model.layers.6.self_attn.k_proj,0,4092,4096
mistral7b,model.layers.6.self_attn.k_proj,1,4,4096
mistral7b,model.layers.6.self_attn.k_proj,2,0,4096
mistral7b,model.layers.6.self_attn.k_proj,3,0,4096
mistral7b,model.layers.6.self_attn.k_proj,4,0,4096
mistral7b,model.layers.6.self_attn.k_proj,5,0,4096
mistral7b,model.layers.6.self_attn.o_proj,0,16377,16384
mistral7b,model.layers.6.self_attn.o_proj,1,7,16384
mistral7b,model.layers.6.self_attn.o_proj,2,0,16384
mistral7b,model.layers.6.self_attn.o_proj,3,0,16384
mistral7b,model.layers.6.self_attn.o_proj,4,0,16384
mistral7b,model.layers.6.self_attn.o_proj,5,0,16384
mistral7b,model.layers.6.self_attn.q_proj,0,16372,16384
mistral7b,model.layers.6.self_attn.q_proj,1,12,16384
mistral7b,model.layers.6.self_attn.q_proj,2,0,16384
mistral7b,model.layers.6.self_attn.q_proj,3,0,16384
mistral7b,model.layers.6.self_attn.q_proj,4,0,16384
mistral7b,model.layers.6.self_attn.q_proj,5,0,16384
mistral7b,model.layers.6.self_attn.v_proj,0,4089,4096
mistral7b,model.layers.6.self_attn.v_proj,1,6,4096
mistral7b,model.layers.6.self_attn.v_proj,2,1,4096
mistral7b,model.layers.6.self_attn.v_proj,3,0,4096
mistral7b,model.layers.6.self_attn.v_proj,4,0,4096
mistral7b,model.layers.6.self_attn.v_proj,5,0,4096
mistral7b,model.layers.7.mlp.down_proj,0,57329,57344
mistral7b,model.layers.7.mlp.down_proj,1,13,57344
mistral7b,model.layers.7.mlp.down_proj,2,2,57344
mistral7b,model.layers.7.mlp.down_proj,3,0,57344
mistral7b,model.layers.7.mlp.down_proj,4,0,57344
mistral7b,model.layers.7.mlp.down_proj,5,0,57344
mistral7b,model.layers.7.mlp.gate_proj,0,57336,57344
mistral7b,model.layers.7.mlp.gate_proj,1,8,57344
mistral7b,model.layers.7.mlp.gate_proj,2,0,57344
mistral7b,model.layers.7.mlp.gate_proj,3,0,57344
mistral7b,model.layers.7.mlp.gate_proj,4,0,57344
mistral7b,model.layers.7.mlp.gate_proj,5,0,57344
mistral7b,model.layers.7.mlp.up_proj,0,57336,57344
mistral7b,model.layers.7.mlp.up_proj,1,8,57344
mistral7b,model.layers.7.mlp.up_proj,2,0,57344
mistral7b,model.layers.7.mlp.up_proj,3,0,57344
mistral7b,model.layers.7.mlp.up_proj,4,0,57344
mistral7b,model.layers.7.mlp.up_proj,5,0,57344
mistral7b,model.layers.7.self_attn.k_proj,0,4092,4096
mistral7b,model.layers.7.self_attn.k_proj,1,4,4096
mistral7b,model.layers.7.self_attn.k_proj,2,0,4096
mistral7b,model.layers.7.self_attn.k_proj,3,0,4096
mistral7b,model.layers.7.self_attn.k_proj,4,0,4096
mistral7b,model.layers.7.self_attn.k_proj,5,0,4096
mistral7b,model.layers.7.self_attn.o_proj,0,16370,16384
mistral7b,model.layers.7.self_attn.o_proj,1,14,16384
mistral7b,model.layers.7.self_attn.o_proj,2,0,16384
mistral7b,model.layers.7.self_attn.o_proj,3,0,16384
mistral7b,model.layers.7.self_attn.o_proj,4,0,16384
mistral7b,model.layers.7.self_attn.o_proj,5,0,16384
mistral7b,model.layers.7.self_attn.q_proj,0,16379,16384
mistral7b,model.layers.7.self_attn.q_proj,1,5,16384
mistral7b,model.layers.7.self_attn.q_proj,2,0,16384
mistral7b,model.layers.7.self_attn.q_proj,3,0,16384
mistral7b,model.layers.7.self_attn.q_proj,4,0,16384
mistral7b,model.layers.7.self_attn.q_proj,5,0,16384
mistral7b,model.layers.7.self_attn.v_proj,0,4095,4096
mistral7b,model.layers.7.self_attn.v_proj,1,1,4096
mistral7b,model.layers.7.self_attn.v_proj,2,0,4096
mistral7b,model.layers.7.self_attn.v_proj,3,0,4096
mistral7b,model.layers.7.self_attn.v_proj,4,0,4096
mistral7b,model.layers.7.self_attn.v_proj,5,0,4096
mistral7b,model.layers.8.mlp.down_proj,0,57328,57344
mistral7b,model.layers.8.mlp.down_proj,1,16,57344
mistral7b,model.layers.8.mlp.down_proj,2,0,57344
mistral7b,model.layers.8.mlp.down_proj,3,0,57344
mistral7b,model.layers.8.mlp.down_proj,4,0,57344
mistral7b,model.layers.8.mlp.down_proj,5,0,57344
mistral7b,model.layers.8.mlp.gate_proj,0,57334,57344
mistral7b,model.layers.8.mlp.gate_proj,1,9,57344
mistral7b,model.layers.8.mlp.gate_proj,2,0,57344
mistral7b,model.layers.8.mlp.gate_proj,3,0,57344
mistral7b,model.layers.8.mlp.gate_proj,4,0,57344
mistral7b,model.layers.8.mlp.gate_proj,5,1,57344
mistral7b,model.layers.8.mlp.up_proj,0,57328,57344
mistral7b,model.layers.8.mlp.up_proj,1,16,57344
