model,module,frequency,tiles,U
llama8b,model.layers.19.mlp.up_proj,5,0,57344
llama8b,model.layers.19.self_attn.k_proj,0,4094,4096
llama8b,model.layers.19.self_attn.k_proj,1,2,4096
llama8b,model.layers.19.self_attn.k_proj,2,0,4096
llama8b,model.layers.19.self_attn.k_proj,3,0,4096
llama8b,model.layers.19.self_attn.k_proj,4,0,4096
llama8b,model.layers.19.self_attn.k_proj,5,0,4096
llama8b,model.layers.19.self_attn.o_proj,0,16360,16384
llama8b,model.layers.19.self_attn.o_proj,1,21,16384
llama8b,model.layers.19.self_attn.o_proj,2,0,16384
llama8b,model.layers.19.self_attn.o_proj,3,2,16384
llama8b,model.layers.19.self_attn.o_proj,4,0,16384
llama8b,model.layers.19.self_attn.o_proj,5,1,16384
llama8b,model.layers.19.self_attn.q_proj,0,16376,16384
llama8b,model.layers.19.self_attn.q_proj,1,8,16384
llama8b,model.layers.19.self_attn.q_proj,2,0,16384
llama8b,model.layers.19.self_attn.q_proj,3,0,16384
llama8b,model.layers.19.self_attn.q_proj,4,0,16384
llama8b,model.layers.19.self_attn.q_proj,5,0,16384
llama8b,model.layers.19.self_attn.v_proj,0,4088,4096
llama8b,model.layers.19.self_attn.v_proj,1,6,4096
llama8b,model.layers.19.self_attn.v_proj,2,2,4096
llama8b,model.layers.19.self_attn.v_proj,3,0,4096
llama8b,model.layers.19.self_attn.v_proj,4,0,4096
llama8b,model.layers.19.self_attn.v_proj,5,0,4096
llama8b,model.layers.2.mlp.down_proj,0,57302,57344
llama8b,model.layers.2.mlp.down_proj,1,42,57344
llama8b,model.layers.2.mlp.down_proj,2,0,57344
llama8b,model.layers.2.mlp.down_proj,3,0,57344
llama8b,model.layers.2.mlp.down_proj,4,0,57344
llama8b,model.layers.2.mlp.down_proj,5,0,57344
llama8b,model.layers.2.mlp.gate_proj,0,57302,57344
llama8b,model.layers.2.mlp.gate_proj,1,42,57344
llama8b,model.layers.2.mlp.gate_proj,2,0,57344
llama8b,model.layers.2.mlp.gate_proj,3,0,57344
llama8b,model.layers.2.mlp.gate_proj,4,0,57344
llama8b,model.layers.2.mlp.gate_proj,5,0,57344
llama8b,model.layers.2.mlp.up_proj,0,57315,57344
llama8b,model.layers.2.mlp.up_proj,1,26,57344
llama8b,model.layers.2.mlp.up_proj,2,3,57344
llama8b,model.layers.2.mlp.up_proj,3,0,57344
llama8b,model.layers.2.mlp.up_proj,4,0,57344
llama8b,model.layers.2.mlp.up_proj,5,0,57344
llama8b,model.layers.2.self_attn.k_proj,0,4086,4096
llama8b,model.layers.2.self_attn.k_proj,1,10,4096
llama8b,model.layers.2.self_attn.k_proj,2,0,4096
llama8b,model.layers.2.self_attn.k_proj,3,0,4096
llama8b,model.layers.2.self_attn.k_proj,4,0,4096
llama8b,model.layers.2.self_attn.k_proj,5,0,4096
llama8b,model.layers.2.self_attn.o_proj,0,16360,16384
llama8b,model.layers.2.self_attn.o_proj,1,23,16384
llama8b,model.layers.2.self_attn.o_proj,2,1,16384
llama8b,model.layers.2.self_attn.o_proj,3,0,16384
llama8b,model.layers.2.self_attn.o_proj,4,0,16384
llama8b,model.layers.2.self_attn.o_proj,5,0,16384
llama8b,model.layers.2.self_attn.q_proj,0,16318,16384
llama8b,model.layers.2.self_attn.q_proj,1,54,16384
llama8b,model.layers.2.self_attn.q_proj,2,12,16384
llama8b,model.layers.2.self_attn.q_proj,3,0,16384
llama8b,model.layers.2.self_attn.q_proj,4,0,16384
llama8b,model.layers.2.self_attn.q_proj,5,0,16384
llama8b,model.layers.2.self_attn.v_proj,0,4065,4096
llama8b,model.layers.2.self_attn.v_proj,1,27,4096
llama8b,model.layers.2.self_attn.v_proj,2,3,4096
llama8b,model.layers.2.self_attn.v_proj,3,0,4096
llama8b,model.layers.2.self_attn.v_proj,4,1,4096
llama8b,model.layers.2.self_attn.v_proj,5,0,4096
llama8b,model.layers.20.mlp.down_proj,0,57311,57344
llama8b,model.layers.20.mlp.down_proj,1,33,57344
llama8b,model.layers.20.mlp.down_proj,2,0,57344
llama8b,model.layers.20.mlp.down_proj,3,0,57344
llama8b,model.layers.20.mlp.down_proj,4,0,57344
llama8b,model.layers.20.mlp.down_proj,5,0,57344
llama8b,model.layers.20.mlp.gate_proj,0,57298,57344
llama8b,model.layers.20.mlp.gate_proj,1,46,57344
llama8b,model.layers.20.mlp.gate_proj,2,0,57344
llama8b,model.layers.20.mlp.gate_proj,3,0,57344
llama8b,model.layers.20.mlp.gate_proj,4,0,57344
llama8b,model.layers.20.mlp.gate_proj,5,0,57344
llama8b,model.layers.20.mlp.up_proj,0,57318,57344
llama8b,model.layers.20.mlp.up_proj,1,26,57344
llama8b,model.layers.20.mlp.up_proj,2,0,57344
llama8b,model.layers.20.mlp.up_proj,3,0,57344
llama8b,model.layers.20.mlp.up_proj,4,0,57344
llama8b,model.layers.20.mlp.up_proj,5,0,57344
llama8b,model.layers.20.self_attn.k_proj,0,4095,4096
llama8b,model.layers.20.self_attn.k_proj,1,1,4096
llama8b,model.layers.20.self_attn.k_proj,2,0,4096
llama8b,model.layers.20.self_attn.k_proj,3,0,4096
llama8b,model.layers.20.self_attn.k_proj,4,0,4096
llama8b,model.layers.20.self_attn.k_proj,5,0,4096
llama8b,model.layers.20.self_attn.o_proj,0,16374,16384
llama8b,model.layers.20.self_attn.o_proj,1,9,16384
llama8b,model.layers.20.self_attn.o_proj,2,1,16384
llama8b,model.layers.20.self_attn.o_proj,3,0,16384
llama8b,model.layers.20.self_attn.o_proj,4,0,16384
llama8b,model.layers.20.self_attn.o_proj,5,0,16384
llama8b,model.layers.20.self_attn.q_proj,0,16373,16384
llama8b,model.layers.20.self_attn.q_proj,1,11,16384
llama8b,model.layers.20.self_attn.q_proj,2,0,16384
llama8b,model.layers.20.self_attn.q_proj,3,0,16384
llama8b,model.layers.20.self_attn.q_proj,4,0,16384
llama8b,model.layers.20.self_attn.q_proj,5,0,16384
llama8b,model.layers.20.self_attn.v_proj,0,4093,4096
llama8b,model.layers.20.self_attn.v_proj,1,3,4096
llama8b,model.layers.20.self_attn.v_proj,2,0,4096
llama8b,model.layers.20.self_attn.v_proj,3,0,4096
llama8b,model.layers.20.self_attn.v_proj,4,0,4096
llama8b,model.layers.20.self_attn.v_proj,5,0,4096
llama8b,model.layers.21.mlp.down_proj,0,57302,57344
llama8b,model.layers.21.mlp.down_proj,1,42,57344
llama8b,model.layers.21.mlp.down_proj,2,0,57344
llama8b,model.layers.21.mlp.down_proj,3,0,57344
llama8b,model.layers.21.mlp.down_proj,4,0,57344
llama8b,model.layers.21.mlp.down_proj,5,0,57344
llama8b,model.layers.21.mlp.gate_proj,0,57310,57344
llama8b,model.layers.21.mlp.gate_proj,1,34,57344
llama8b,model.layers.21.mlp.gate_proj,2,0,57344
llama8b,model.layers.21.mlp.gate_proj,3,0,57344
llama8b,model.layers.21.mlp.gate_proj,4,0,57344
llama8b,model.layers.21.mlp.gate_proj,5,0,57344
llama8b,model.layers.21.mlp.up_proj,0,57321,57344
llama8b,model.layers.21.mlp.up_proj,1,23,57344
llama8b,model.layers.21.mlp.up_proj,2,0,57344
llama8b,model.layers.21.mlp.up_proj,3,0,57344
llama8b,model.layers.21.mlp.up_proj,4,0,57344
llama8b,model.layers.21.mlp.up_proj,5,0,57344
llama8b,model.layers.21.self_attn.k_proj,0,4093,4096
llama8b,model.layers.21.self_attn.k_proj,1,3,4096
llama8b,model.layers.21.self_attn.k_proj,2,0,4096
llama8b,model.layers.21.self_attn.k_proj,3,0,4096
llama8b,model.layers.21.self_attn.k_proj,4,0,4096
llama8b,model.layers.21.self_attn.k_proj,5,0,4096
llama8b,model.layers.21.self_attn.o_proj,0,16367,16384
llama8b,model.layers.21.self_attn.o_proj,1,14,16384
llama8b,model.layers.21.self_attn.o_proj,2,2,16384
llama8b,model.layers.21.self_attn.o_proj,3,0,16384
llama8b,model.layers.21.self_attn.o_proj,4,0,16384
llama8b,model.layers.21.self_attn.o_proj,5,1,16384
llama8b,model.layers.21.self_attn.q_proj,0,16382,16384
llama8b,model.layers.21.self_attn.q_proj,1,2,16384
llama8b,model.layers.21.self_attn.q_proj,2,0,16384
llama8b,model.layers.21.self_attn.q_proj,3,0,16384
llama8b,model.layers.21.self_attn.q_proj,4,0,16384
llama8b,model.layers.21.self_attn.q_proj,5,0,16384
llama8b,model.layers.21.self_attn.v_proj,0,4092,4096
llama8b,model.layers.21.self_attn.v_proj,1,4,4096
llama8b,model.layers.21.self_attn.v_proj,2,0,4096
llama8b,model.layers.21.self_attn.v_proj,3,0,4096
llama8b,model.layers.21.self_attn.v_proj,4,0,4096
llama8b,model.layers.21.self_attn.v_proj,5,0,4096
llama8b,model.layers.22.mlp.down_proj,0,57312,57344
llama8b,model.layers.22.mlp.down_proj,1,32,57344
llama8b,model.layers.22.mlp.down_proj,2,0,57344
llama8b,model.layers.22.mlp.down_proj,3,0,57344
llama8b,model.layers.22.mlp.down_proj,4,0,57344
llama8b,model.layers.22.mlp.down_proj,5,0,57344
llama8b,model.layers.22.mlp.gate_proj,0,57308,57344
llama8b,model.layers.22.mlp.gate_proj,1,36,57344
llama8b,model.layers.22.mlp.gate_proj,2,0,57344
llama8b,model.layers.22.mlp.gate_proj,3,0,57344
llama8b,model.layers.22.mlp.gate_proj,4,0,57344
llama8b,model.layers.22.mlp.gate_proj,5,0,57344
llama8b,model.layers.22.mlp.up_proj,0,57311,57344
llama8b,model.layers.22.mlp.up_proj,1,33,57344
llama8b,model.layers.22.mlp.up_proj,2,0,57344
llama8b,model.layers.22.mlp.up_proj,3,0,57344
llama8b,model.layers.22.mlp.up_proj,4,0,57344
llama8b,model.layers.22.mlp.up_proj,5,0,57344
llama8b,model.layers.22.self_attn.k_proj,0,4094,4096
llama8b,model.layers.22.self_attn.k_proj,1,2,4096
llama8b,model.layers.22.self_attn.k_proj,2,0,4096
llama8b,model.layers.22.self_attn.k_proj,3,0,4096
llama8b,model.layers.22.self_attn.k_proj,4,0,4096
llama8b,model.layers.22.self_attn.k_proj,5,0,4096
llama8b,model.layers.22.self_attn.o_proj,0,16381,16384
llama8b,model.layers.22.self_attn.o_proj,1,3,16384
llama8b,model.layers.22.self_attn.o_proj,2,0,16384
llama8b,model.layers.22.self_attn.o_proj,3,0,16384
llama8b,model.layers.22.self_attn.o_proj,4,0,16384
llama8b,model.layers.22.self_attn.o_proj,5,0,16384
llama8b,model.layers.22.self_attn.q_proj,0,16377,16384
llama8b,model.layers.22.self_attn.q_proj,1,7,16384
llama8b,model.layers.22.self_attn.q_proj,2,0,16384
llama8b,model.layers.22.self_attn.q_proj,3,0,16384
llama8b,model.layers.22.self_attn.q_proj,4,0,16384
llama8b,model.layers.22.self_attn.q_proj,5,0,16384
llama8b,model.layers.22.self_attn.v_proj,0,4091,4096
llama8b,model.layers.22.self_attn.v_proj,1,5,4096
llama8b,model.layers.22.self_attn.v_proj,2,0,4096
llama8b,model.layers.22.self_attn.v_proj,3,0,4096
llama8b,model.layers.22.self_attn.v_proj,4,0,4096
llama8b,model.layers.22.self_attn.v_proj,5,0,4096
llama8b,model.layers.23.mlp.down_proj,0,57316,57344
llama8b,model.layers.23.mlp.down_proj,1,28,57344
llama8b,model.layers.23.mlp.down_proj,2,0,57344
llama8b,model.layers.23.mlp.down_proj,3,0,57344
llama8b,model.layers.23.mlp.down_proj,4,0,57344
llama8b,model.layers.23.mlp.down_proj,5,0,57344
llama8b,model.layers.23.mlp.gate_proj,0,57303,57344
llama8b,model.layers.23.mlp.gate_proj,1,41,57344
llama8b,model.layers.23.mlp.gate_proj,2,0,57344
llama8b,model.layers.23.mlp.gate_proj,3,0,57344
llama8b,model.layers.23.mlp.gate_proj,4,0,57344
llama8b,model.layers.23.mlp.gate_proj,5,0,57344
llama8b,model.layers.23.mlp.up_proj,0,57309,57344
llama8b,model.layers.23.mlp.up_proj,1,35,57344
llama8b,model.layers.23.mlp.up_proj,2,0,57344
llama8b,model.layers.23.mlp.up_proj,3,0,57344
llama8b,model.layers.23.mlp.up_proj,4,0,57344
llama8b,model.layers.23.mlp.up_proj,5,0,57344
llama8b,model.layers.23.self_attn.k_proj,0,4096,4096
llama8b,model.layers.23.self_attn.k_proj,1,0,4096
llama8b,model.layers.23.self_attn.k_proj,2,0,4096
llama8b,model.layers.23.self_attn.k_proj,3,0,4096
llama8b,model.layers.23.self_attn.k_proj,4,0,4096
llama8b,model.layers.23.self_attn.k_proj,5,0,4096
llama8b,model.layers.23.self_attn.o_proj,0,16374,16384
llama8b,model.layers.23.self_attn.o_proj,1,10,16384
llama8b,model.layers.23.self_attn.o_proj,2,0,16384
llama8b,model.layers.23.self_attn.o_proj,3,0,16384
llama8b,model.layers.23.self_attn.o_proj,4,0,16384
llama8b,model.layers.23.self_attn.o_proj,5,0,16384
llama8b,model.layers.23.self_attn.q_proj,0,16381,16384
llama8b,model.layers.23.self_attn.q_proj,1,3,16384
llama8b,model.layers.23.self_attn.q_proj,2,0,16384
llama8b,model.layers.23.self_attn.q_proj,3,0,16384
llama8b,model.layers.23.self_attn.q_proj,4,0,16384
llama8b,model.layers.23.self_attn.q_proj,5,0,16384
llama8b,model.layers.23.self_attn.v_proj,0,4094,4096
llama8b,model.layers.23.self_attn.v_proj,1,2,4096
llama8b,model.layers.23.self_attn.v_proj,2,0,4096
llama8b,model.layers.23.self_attn.v_proj,3,0,4096
llama8b,model.layers.23.self_attn.v_proj,4,0,4096
llama8b,model.layers.23.self_attn.v_proj,5,0,4096
llama8b,model.layers.24.mlp.down_proj,0,57304,57344
llama8b,model.layers.24.mlp.down_proj,1,40,57344
llama8b,model.layers.24.mlp.down_proj,2,0,57344
llama8b,model.layers.24.mlp.down_proj,3,0,57344
llama8b,model.layers.24.mlp.down_proj,4,0,57344
llama8b,model.layers.24.mlp.down_proj,5,0,57344
llama8b,model.layers.24.mlp.gate_proj,0,57308,57344
llama8b,model.layers.24.mlp.gate_proj,1,36,57344
llama8b,model.layers.24.mlp.gate_proj,2,0,57344
llama8b,model.layers.24.mlp.gate_proj,3,0,57344
llama8b,model.layers.24.mlp.gate_proj,4,0,57344
llama8b,model.layers.24.mlp.gate_proj,5,0,57344
llama8b,model.layers.24.mlp.up_proj,0,57322,57344
llama8b,model.layers.24.mlp.up_proj,1,22,57344
llama8b,model.layers.24.mlp.up_proj,2,0,57344
llama8b,model.layers.24.mlp.up_proj,3,0,57344
llama8b,model.layers.24.mlp.up_proj,4,0,57344
llama8b,model.layers.24.mlp.up_proj,5,0,57344
llama8b,model.layers.24.self_attn.k_proj,0,4096,4096
llama8b,model.layers.24.self_attn.k_proj,1,0,4096
llama8b,model.layers.24.self_attn.k_proj,2,0,4096
llama8b,model.layers.24.self_attn.k_proj,3,0,4096
llama8b,model.layers.24.self_attn.k_proj,4,0,4096
llama8b,model.layers.24.self_attn.k_proj,5,0,4096
llama8b,model.layers.24.self_attn.o_proj,0,16375,16384
llama8b,model.layers.24.self_attn.o_proj,1,9,16384
llama8b,model.layers.24.self_attn.o_proj,2,0,16384
llama8b,model.layers.24.self_attn.o_proj,3,0,16384
llama8b,model.layers.24.self_attn.o_proj,4,0,16384
llama8b,model.layers.24.self_attn.o_proj,5,0,16384
llama8b,model.layers.24.self_attn.q_proj,0,16383,16384
llama8b,model.layers.24.self_attn.q_proj,1,1,16384
llama8b,model.layers.24.self_attn.q_proj,2,0,16384
llama8b,model.layers.24.self_attn.q_proj,3,0,16384
llama8b,model.layers.24.self_attn.q_proj,4,0,16384
llama8b,model.layers.24.self_attn.q_proj,5,0,16384
llama8b,model.layers.24.self_attn.v_proj,0,4089,4096
llama8b,model.layers.24.self_attn.v_proj,1,7,4096
llama8b,model.layers.24.self_attn.v_proj,2,0,4096
llama8b,model.layers.24.self_attn.v_proj,3,0,4096
llama8b,model.layers.24.self_attn.v_proj,4,0,4096
llama8b,model.layers.24.self_attn.v_proj,5,0,4096
llama8b,model.layers.25.mlp.down_proj,0,57312,57344
llama8b,model.layers.25.mlp.down_proj,1,32,57344
llama8b,model.layers.25.mlp.down_proj,2,0,57344
llama8b,model.layers.25.mlp.down_proj,3,0,57344
llama8b,model.layers.25.mlp.down_proj,4,0,57344
llama8b,model.layers.25.mlp.down_proj,5,0,57344
llama8b,model.layers.25.mlp.gate_proj,0,57304,57344
llama8b,model.layers.25.mlp.gate_proj,1,40,57344
llama8b,model.layers.25.mlp.gate_proj,2,0,57344
llama8b,model.layers.25.mlp.gate_proj,3,0,57344
llama8b,model.layers.25.mlp.gate_proj,4,0,57344
llama8b,model.layers.25.mlp.gate_proj,5,0,57344
llama8b,model.layers.25.mlp.up_proj,0,57316,57344
llama8b,model.layers.25.mlp.up_proj,1,28,57344
llama8b,model.layers.25.mlp.up_proj,2,0,57344
llama8b,model.layers.25.mlp.up_proj,3,0,57344
llama8b,model.layers.25.mlp.up_proj,4,0,57344
llama8b,model.layers.25.mlp.up_proj,5,0,57344
llama8b,model.layers.25.self_attn.k_proj,0,4089,4096
llama8b,model.layers.25.self_attn.k_proj,1,7,4096
llama8b,model.layers.25.self_attn.k_proj,2,0,4096
llama8b,model.layers.25.self_attn.k_proj,3,0,4096
llama8b,model.layers.25.self_attn.k_proj,4,0,4096
llama8b,model.layers.25.self_attn.k_proj,5,0,4096
llama8b,model.layers.25.self_attn.o_proj,0,16370,16384
llama8b,model.layers.25.self_attn.o_proj,1,13,16384
llama8b,model.layers.25.self_attn.o_proj,2,1,16384
llama8b,model.layers.25.self_attn.o_proj,3,0,16384
llama8b,model.layers.25.self_attn.o_proj,4,0,16384
llama8b,model.layers.25.self_attn.o_proj,5,0,16384
llama8b,model.layers.25.self_attn.q_proj,0,16369,16384
llama8b,model.layers.25.self_attn.q_proj,1,15,16384
llama8b,model.layers.25.self_attn.q_proj,2,0,16384
llama8b,model.layers.25.self_attn.q_proj,3,0,16384
llama8b,model.layers.25.self_attn.q_proj,4,0,16384
llama8b,model.layers.25.self_attn.q_proj,5,0,16384
llama8b,model.layers.25.self_attn.v_proj,0,4085,4096
llama8b,model.layers.25.self_attn.v_proj,1,11,4096
llama8b,model.layers.25.self_attn.v_proj,2,0,4096
llama8b,model.layers.25.self_attn.v_proj,3,0,4096
llama8b,model.layers.25.self_attn.v_proj,4,0,4096
llama8b,model.layers.25.self_attn.v_proj,5,0,4096
llama8b,model.layers.26.mlp.down_proj,0,57306,57344
llama8b,model.layers.26.mlp.down_proj,1,38,57344
llama8b,model.layers.26.mlp.down_proj,2,0,57344
llama8b,model.layers.26.mlp.down_proj,3,0,57344
llama8b,model.layers.26.mlp.down_proj,4,0,57344
llama8b,model.layers.26.mlp.down_proj,5,0,57344
llama8b,model.layers.26.mlp.gate_proj,0,57324,57344
llama8b,model.layers.26.mlp.gate_proj,1,20,57344
llama8b,model.layers.26.mlp.gate_proj,2,0,57344
llama8b,model.layers.26.mlp.gate_proj,3,0,57344
llama8b,model.layers.26.mlp.gate_proj,4,0,57344
llama8b,model.layers.26.mlp.gate_proj,5,0,57344
llama8b,model.layers.26.mlp.up_proj,0,57313,57344
llama8b,model.layers.26.mlp.up_proj,1,31,57344
llama8b,model.layers.26.mlp.up_proj,2,0,57344
llama8b,model.layers.26.mlp.up_proj,3,0,57344
llama8b,model.layers.26.mlp.up_proj,4,0,57344
llama8b,model.layers.26.mlp.up_proj,5,0,57344
llama8b,model.layers.26.self_attn.k_proj,0,4082,4096
llama8b,model.layers.26.self_attn.k_proj,1,13,4096
llama8b,model.layers.26.self_attn.k_proj,2,1,4096
llama8b,model.layers.26.self_attn.k_proj,3,0,4096
llama8b,model.layers.26.self_attn.k_proj,4,0,4096
llama8b,model.layers.26.self_attn.k_proj,5,0,4096
llama8b,model.layers.26.self_attn.o_proj,0,16362,16384
llama8b,model.layers.26.self_attn.o_proj,1,20,16384
llama8b,model.layers.26.self_attn.o_proj,2,1,16384
llama8b,model.layers.26.self_attn.o_proj,3,1,16384
llama8b,model.layers.26.self_attn.o_proj,4,0,16384
llama8b,model.layers.26.self_attn.o_proj,5,0,16384
llama8b,model.layers.26.self_attn.q_proj,0,16367,16384
llama8b,model.layers.26.self_attn.q_proj,1,14,16384
llama8b,model.layers.26.self_attn.q_proj,2,3,16384
llama8b,model.layers.26.self_attn.q_proj,3,0,16384
llama8b,model.layers.26.self_attn.q_proj,4,0,16384
llama8b,model.layers.26.self_attn.q_proj,5,0,16384
llama8b,model.layers.26.self_attn.v_proj,0,4081,4096
llama8b,model.layers.26.self_attn.v_proj,1,14,4096
llama8b,model.layers.26.self_attn.v_proj,2,1,4096
llama8b,model.layers.26.self_attn.v_proj,3,0,4096
llama8b,model.layers.26.self_attn.v_proj,4,0,4096
llama8b,model.layers.26.self_attn.v_proj,5,0,4096
llama8b,model.layers.27.mlp.down_proj,0,57294,57344
llama8b,model.layers.27.mlp.down_proj,1,49,57344
llama8b,model.layers.27.mlp.down_proj,2,1,57344
llama8b,model.layers.27.mlp.down_proj,3,0,57344
llama8b,model.layers.27.mlp.down_proj,4,0,57344
llama8b,model.layers.27.mlp.down_proj,5,0,57344
llama8b,model.layers.27.mlp.gate_proj,0,57308,57344
llama8b,model.layers.27.mlp.gate_proj,1,34,57344
llama8b,model.layers.27.mlp.gate_proj,2,1,57344
llama8b,model.layers.27.mlp.gate_proj,3,1,57344
llama8b,model.layers.27.mlp.gate_proj,4,0,57344
llama8b,model.layers.27.mlp.gate_proj,5,0,57344
llama8b,model.layers.27.mlp.up_proj,0,57307,57344
llama8b,model.layers.27.mlp.up_proj,1,35,57344
llama8b,model.layers.27.mlp.up_proj,2,1,57344
llama8b,model.layers.27.mlp.up_proj,3,1,57344
llama8b,model.layers.27.mlp.up_proj,4,0,57344
llama8b,model.layers.27.mlp.up_proj,5,0,57344
llama8b,model.layers.27.self_attn.k_proj,0,4079,4096
llama8b,model.layers.27.self_attn.k_proj,1,13,4096
llama8b,model.layers.27.self_attn.k_proj,2,4,4096
llama8b,model.layers.27.self_attn.k_proj,3,0,4096
llama8b,model.layers.27.self_attn.k_proj,4,0,4096
llama8b,model.layers.27.self_attn.k_proj,5,0,4096
llama8b,model.layers.27.self_attn.o_proj,0,16369,16384
llama8b,model.layers.27.self_attn.o_proj,1,15,16384
llama8b,model.layers.27.self_attn.o_proj,2,0,16384
llama8b,model.layers.27.self_attn.o_proj,3,0,16384
llama8b,model.layers.27.self_attn.o_proj,4,0,16384
llama8b,model.layers.27.self_attn.o_proj,5,0,16384
llama8b,model.layers.27.self_attn.q_proj,0,16354,16384
llama8b,model.layers.27.self_attn.q_proj,1,23,16384
llama8b,model.layers.27.self_attn.q_proj,2,7,16384
llama8b,model.layers.27.self_attn.q_proj,3,0,16384
llama8b,model.layers.27.self_attn.q_proj,4,0,16384
llama8b,model.layers.27.self_attn.q_proj,5,0,16384
llama8b,model.layers.27.self_attn.v_proj,0,4091,4096
llama8b,model.layers.27.self_attn.v_proj,1,5,4096
llama8b,model.layers.27.self_attn.v_proj,2,0,4096
llama8b,model.layers.27.self_attn.v_proj,3,0,4096
llama8b,model.layers.27.self_attn.v_proj,4,0,4096
llama8b,model.layers.27.self_attn.v_proj,5,0,4096
llama8b,model.layers.28.mlp.down_proj,0,57262,57344
llama8b,model.layers.28.mlp.down_proj,1,79,57344
llama8b,model.layers.28.mlp.down_proj,2,1,57344
llama8b,model.layers.28.mlp.down_proj,3,1,57344
llama8b,model.layers.28.mlp.down_proj,4,0,57344
