model,draw,module,U,K,density,density_ratio_vs_seed0
llama8b,seed0,model.layers.17.mlp.down_proj,57344,10,0.00017438616071428572,1.0
llama8b,draw1,model.layers.17.mlp.down_proj,57344,18,0.0003138950892857143,1.8
llama8b,draw2,model.layers.17.mlp.down_proj,57344,11,0.00019182477678571428,1.1
llama8b,draw3,model.layers.17.mlp.down_proj,57344,2,3.487723214285714e-05,0.2
llama8b,draw4,model.layers.17.mlp.down_proj,57344,5,8.719308035714286e-05,0.5
llama8b,seed0,model.layers.17.mlp.gate_proj,57344,5,8.719308035714286e-05,1.0
llama8b,draw1,model.layers.17.mlp.gate_proj,57344,13,0.00022670200892857144,2.6
llama8b,draw2,model.layers.17.mlp.gate_proj,57344,5,8.719308035714286e-05,1.0
llama8b,draw3,model.layers.17.mlp.gate_proj,57344,0,0.0,0.0
llama8b,draw4,model.layers.17.mlp.gate_proj,57344,0,0.0,0.0
llama8b,seed0,model.layers.17.mlp.up_proj,57344,9,0.00015694754464285715,1.0
llama8b,draw1,model.layers.17.mlp.up_proj,57344,5,8.719308035714286e-05,0.5555555555555556
llama8b,draw2,model.layers.17.mlp.up_proj,57344,9,0.00015694754464285715,1.0
llama8b,draw3,model.layers.17.mlp.up_proj,57344,1,1.743861607142857e-05,0.1111111111111111
llama8b,draw4,model.layers.17.mlp.up_proj,57344,1,1.743861607142857e-05,0.1111111111111111
llama8b,seed0,model.layers.17.self_attn.k_proj,4096,9,0.002197265625,1.0
llama8b,draw1,model.layers.17.self_attn.k_proj,4096,12,0.0029296875,1.3333333333333333
llama8b,draw2,model.layers.17.self_attn.k_proj,4096,4,0.0009765625,0.4444444444444444
llama8b,draw3,model.layers.17.self_attn.k_proj,4096,0,0.0,0.0
llama8b,draw4,model.layers.17.self_attn.k_proj,4096,1,0.000244140625,0.1111111111111111
llama8b,seed0,model.layers.17.self_attn.o_proj,16384,4,0.000244140625,1.0
llama8b,draw1,model.layers.17.self_attn.o_proj,16384,9,0.00054931640625,2.25
llama8b,draw2,model.layers.17.self_attn.o_proj,16384,6,0.0003662109375,1.5
llama8b,draw3,model.layers.17.self_attn.o_proj,16384,7,0.00042724609375,1.75
llama8b,draw4,model.layers.17.self_attn.o_proj,16384,6,0.0003662109375,1.5
llama8b,seed0,model.layers.17.self_attn.q_proj,16384,3,0.00018310546875,1.0
llama8b,draw1,model.layers.17.self_attn.q_proj,16384,1,6.103515625e-05,0.3333333333333333
llama8b,draw2,model.layers.17.self_attn.q_proj,16384,8,0.00048828125,2.6666666666666665
llama8b,draw3,model.layers.17.self_attn.q_proj,16384,1,6.103515625e-05,0.3333333333333333
llama8b,draw4,model.layers.17.self_attn.q_proj,16384,2,0.0001220703125,0.6666666666666666
llama8b,seed0,model.layers.17.self_attn.v_proj,4096,3,0.000732421875,1.0
llama8b,draw1,model.layers.17.self_attn.v_proj,4096,4,0.0009765625,1.3333333333333333
llama8b,draw2,model.layers.17.self_attn.v_proj,4096,4,0.0009765625,1.3333333333333333
llama8b,draw3,model.layers.17.self_attn.v_proj,4096,2,0.00048828125,0.6666666666666666
llama8b,draw4,model.layers.17.self_attn.v_proj,4096,2,0.00048828125,0.6666666666666666
llama8b,seed0,model.layers.18.mlp.down_proj,57344,12,0.00020926339285714285,1.0
llama8b,draw1,model.layers.18.mlp.down_proj,57344,16,0.00027901785714285713,1.3333333333333333
llama8b,draw2,model.layers.18.mlp.down_proj,57344,9,0.00015694754464285715,0.75
llama8b,draw3,model.layers.18.mlp.down_proj,57344,3,5.231584821428571e-05,0.25
llama8b,draw4,model.layers.18.mlp.down_proj,57344,9,0.00015694754464285715,0.75
llama8b,seed0,model.layers.18.mlp.gate_proj,57344,6,0.00010463169642857142,1.0
llama8b,draw1,model.layers.18.mlp.gate_proj,57344,10,0.00017438616071428572,1.6666666666666667
llama8b,draw2,model.layers.18.mlp.gate_proj,57344,13,0.00022670200892857144,2.1666666666666665
llama8b,draw3,model.layers.18.mlp.gate_proj,57344,3,5.231584821428571e-05,0.5
llama8b,draw4,model.layers.18.mlp.gate_proj,57344,6,0.00010463169642857142,1.0
llama8b,seed0,model.layers.18.mlp.up_proj,57344,7,0.0001220703125,1.0
llama8b,draw1,model.layers.18.mlp.up_proj,57344,12,0.00020926339285714285,1.7142857142857142
llama8b,draw2,model.layers.18.mlp.up_proj,57344,9,0.00015694754464285715,1.2857142857142858
llama8b,draw3,model.layers.18.mlp.up_proj,57344,4,6.975446428571428e-05,0.5714285714285714
llama8b,draw4,model.layers.18.mlp.up_proj,57344,8,0.00013950892857142856,1.1428571428571428
llama8b,seed0,model.layers.18.self_attn.k_proj,4096,0,0.0,
llama8b,draw1,model.layers.18.self_attn.k_proj,4096,1,0.000244140625,
llama8b,draw2,model.layers.18.self_attn.k_proj,4096,1,0.000244140625,
llama8b,draw3,model.layers.18.self_attn.k_proj,4096,0,0.0,
llama8b,draw4,model.layers.18.self_attn.k_proj,4096,0,0.0,
llama8b,seed0,model.layers.18.self_attn.o_proj,16384,3,0.00018310546875,1.0
llama8b,draw1,model.layers.18.self_attn.o_proj,16384,3,0.00018310546875,1.0
llama8b,draw2,model.layers.18.self_attn.o_proj,16384,2,0.0001220703125,0.6666666666666666
llama8b,draw3,model.layers.18.self_attn.o_proj,16384,1,6.103515625e-05,0.3333333333333333
llama8b,draw4,model.layers.18.self_attn.o_proj,16384,2,0.0001220703125,0.6666666666666666
llama8b,seed0,model.layers.18.self_attn.q_proj,16384,1,6.103515625e-05,1.0
llama8b,draw1,model.layers.18.self_attn.q_proj,16384,3,0.00018310546875,3.0
llama8b,draw2,model.layers.18.self_attn.q_proj,16384,0,0.0,0.0
llama8b,draw3,model.layers.18.self_attn.q_proj,16384,2,0.0001220703125,2.0
llama8b,draw4,model.layers.18.self_attn.q_proj,16384,1,6.103515625e-05,1.0
llama8b,seed0,model.layers.18.self_attn.v_proj,4096,2,0.00048828125,1.0
llama8b,draw1,model.layers.18.self_attn.v_proj,4096,6,0.00146484375,3.0
llama8b,draw2,model.layers.18.self_attn.v_proj,4096,5,0.001220703125,2.5
llama8b,draw3,model.layers.18.self_attn.v_proj,4096,2,0.00048828125,1.0
llama8b,draw4,model.layers.18.self_attn.v_proj,4096,3,0.000732421875,1.5
llama8b,seed0,model.layers.19.mlp.down_proj,57344,4,6.975446428571428e-05,1.0
llama8b,draw1,model.layers.19.mlp.down_proj,57344,13,0.00022670200892857144,3.25
llama8b,draw2,model.layers.19.mlp.down_proj,57344,7,0.0001220703125,1.75
llama8b,draw3,model.layers.19.mlp.down_proj,57344,1,1.743861607142857e-05,0.25
llama8b,draw4,model.layers.19.mlp.down_proj,57344,1,1.743861607142857e-05,0.25
llama8b,seed0,model.layers.19.mlp.gate_proj,57344,9,0.00015694754464285715,1.0
llama8b,draw1,model.layers.19.mlp.gate_proj,57344,13,0.00022670200892857144,1.4444444444444444
llama8b,draw2,model.layers.19.mlp.gate_proj,57344,11,0.00019182477678571428,1.2222222222222223
llama8b,draw3,model.layers.19.mlp.gate_proj,57344,5,8.719308035714286e-05,0.5555555555555556
llama8b,draw4,model.layers.19.mlp.gate_proj,57344,8,0.00013950892857142856,0.8888888888888888
llama8b,seed0,model.layers.19.mlp.up_proj,57344,8,0.00013950892857142856,1.0
llama8b,draw1,model.layers.19.mlp.up_proj,57344,7,0.0001220703125,0.875
llama8b,draw2,model.layers.19.mlp.up_proj,57344,9,0.00015694754464285715,1.125
llama8b,draw3,model.layers.19.mlp.up_proj,57344,3,5.231584821428571e-05,0.375
llama8b,draw4,model.layers.19.mlp.up_proj,57344,2,3.487723214285714e-05,0.25
llama8b,seed0,model.layers.19.self_attn.k_proj,4096,0,0.0,
llama8b,draw1,model.layers.19.self_attn.k_proj,4096,1,0.000244140625,
llama8b,draw2,model.layers.19.self_attn.k_proj,4096,0,0.0,
llama8b,draw3,model.layers.19.self_attn.k_proj,4096,1,0.000244140625,
llama8b,draw4,model.layers.19.self_attn.k_proj,4096,0,0.0,
llama8b,seed0,model.layers.19.self_attn.o_proj,16384,5,0.00030517578125,1.0
llama8b,draw1,model.layers.19.self_attn.o_proj,16384,14,0.0008544921875,2.8
llama8b,draw2,model.layers.19.self_attn.o_proj,16384,2,0.0001220703125,0.4
llama8b,draw3,model.layers.19.self_attn.o_proj,16384,4,0.000244140625,0.8
llama8b,draw4,model.layers.19.self_attn.o_proj,16384,7,0.00042724609375,1.4
llama8b,seed0,model.layers.19.self_attn.q_proj,16384,2,0.0001220703125,1.0
llama8b,draw1,model.layers.19.self_attn.q_proj,16384,2,0.0001220703125,1.0
llama8b,draw2,model.layers.19.self_attn.q_proj,16384,4,0.000244140625,2.0
llama8b,draw3,model.layers.19.self_attn.q_proj,16384,0,0.0,0.0
llama8b,draw4,model.layers.19.self_attn.q_proj,16384,0,0.0,0.0
llama8b,seed0,model.layers.19.self_attn.v_proj,4096,1,0.000244140625,1.0
llama8b,draw1,model.layers.19.self_attn.v_proj,4096,4,0.0009765625,4.0
llama8b,draw2,model.layers.19.self_attn.v_proj,4096,2,0.00048828125,2.0
llama8b,draw3,model.layers.19.self_attn.v_proj,4096,2,0.00048828125,2.0
llama8b,draw4,model.layers.19.self_attn.v_proj,4096,1,0.000244140625,1.0
llama8b,seed0,model.layers.2.mlp.down_proj,57344,8,0.00013950892857142856,1.0
llama8b,draw1,model.layers.2.mlp.down_proj,57344,14,0.000244140625,1.75
llama8b,draw2,model.layers.2.mlp.down_proj,57344,8,0.00013950892857142856,1.0
llama8b,draw3,model.layers.2.mlp.down_proj,57344,7,0.0001220703125,0.875
llama8b,draw4,model.layers.2.mlp.down_proj,57344,5,8.719308035714286e-05,0.625
llama8b,seed0,model.layers.2.mlp.gate_proj,57344,8,0.00013950892857142856,1.0
llama8b,draw1,model.layers.2.mlp.gate_proj,57344,11,0.00019182477678571428,1.375
llama8b,draw2,model.layers.2.mlp.gate_proj,57344,10,0.00017438616071428572,1.25
llama8b,draw3,model.layers.2.mlp.gate_proj,57344,9,0.00015694754464285715,1.125
llama8b,draw4,model.layers.2.mlp.gate_proj,57344,4,6.975446428571428e-05,0.5
llama8b,seed0,model.layers.2.mlp.up_proj,57344,8,0.00013950892857142856,1.0
llama8b,draw1,model.layers.2.mlp.up_proj,57344,4,6.975446428571428e-05,0.5
llama8b,draw2,model.layers.2.mlp.up_proj,57344,4,6.975446428571428e-05,0.5
llama8b,draw3,model.layers.2.mlp.up_proj,57344,5,8.719308035714286e-05,0.625
llama8b,draw4,model.layers.2.mlp.up_proj,57344,11,0.00019182477678571428,1.375
llama8b,seed0,model.layers.2.self_attn.k_proj,4096,1,0.000244140625,1.0
llama8b,draw1,model.layers.2.self_attn.k_proj,4096,4,0.0009765625,4.0
llama8b,draw2,model.layers.2.self_attn.k_proj,4096,0,0.0,0.0
llama8b,draw3,model.layers.2.self_attn.k_proj,4096,0,0.0,0.0
llama8b,draw4,model.layers.2.self_attn.k_proj,4096,5,0.001220703125,5.0
llama8b,seed0,model.layers.2.self_attn.o_proj,16384,6,0.0003662109375,1.0
llama8b,draw1,model.layers.2.self_attn.o_proj,16384,5,0.00030517578125,0.8333333333333334
llama8b,draw2,model.layers.2.self_attn.o_proj,16384,7,0.00042724609375,1.1666666666666667
llama8b,draw3,model.layers.2.self_attn.o_proj,16384,2,0.0001220703125,0.3333333333333333
llama8b,draw4,model.layers.2.self_attn.o_proj,16384,5,0.00030517578125,0.8333333333333334
llama8b,seed0,model.layers.2.self_attn.q_proj,16384,2,0.0001220703125,1.0
llama8b,draw1,model.layers.2.self_attn.q_proj,16384,39,0.00238037109375,19.5
llama8b,draw2,model.layers.2.self_attn.q_proj,16384,15,0.00091552734375,7.5
llama8b,draw3,model.layers.2.self_attn.q_proj,16384,8,0.00048828125,4.0
llama8b,draw4,model.layers.2.self_attn.q_proj,16384,14,0.0008544921875,7.0
llama8b,seed0,model.layers.2.self_attn.v_proj,4096,3,0.000732421875,1.0
llama8b,draw1,model.layers.2.self_attn.v_proj,4096,10,0.00244140625,3.3333333333333335
llama8b,draw2,model.layers.2.self_attn.v_proj,4096,6,0.00146484375,2.0
llama8b,draw3,model.layers.2.self_attn.v_proj,4096,8,0.001953125,2.6666666666666665
llama8b,draw4,model.layers.2.self_attn.v_proj,4096,10,0.00244140625,3.3333333333333335
llama8b,seed0,model.layers.20.mlp.down_proj,57344,10,0.00017438616071428572,1.0
llama8b,draw1,model.layers.20.mlp.down_proj,57344,7,0.0001220703125,0.7
llama8b,draw2,model.layers.20.mlp.down_proj,57344,6,0.00010463169642857142,0.6
llama8b,draw3,model.layers.20.mlp.down_proj,57344,6,0.00010463169642857142,0.6
llama8b,draw4,model.layers.20.mlp.down_proj,57344,4,6.975446428571428e-05,0.4
llama8b,seed0,model.layers.20.mlp.gate_proj,57344,11,0.00019182477678571428,1.0
llama8b,draw1,model.layers.20.mlp.gate_proj,57344,23,0.00040108816964285713,2.090909090909091
llama8b,draw2,model.layers.20.mlp.gate_proj,57344,9,0.00015694754464285715,0.8181818181818182
llama8b,draw3,model.layers.20.mlp.gate_proj,57344,3,5.231584821428571e-05,0.2727272727272727
llama8b,draw4,model.layers.20.mlp.gate_proj,57344,0,0.0,0.0
llama8b,seed0,model.layers.20.mlp.up_proj,57344,3,5.231584821428571e-05,1.0
llama8b,draw1,model.layers.20.mlp.up_proj,57344,13,0.00022670200892857144,4.333333333333333
llama8b,draw2,model.layers.20.mlp.up_proj,57344,5,8.719308035714286e-05,1.6666666666666667
llama8b,draw3,model.layers.20.mlp.up_proj,57344,2,3.487723214285714e-05,0.6666666666666666
llama8b,draw4,model.layers.20.mlp.up_proj,57344,3,5.231584821428571e-05,1.0
llama8b,seed0,model.layers.20.self_attn.k_proj,4096,0,0.0,
llama8b,draw1,model.layers.20.self_attn.k_proj,4096,1,0.000244140625,
llama8b,draw2,model.layers.20.self_attn.k_proj,4096,0,0.0,
llama8b,draw3,model.layers.20.self_attn.k_proj,4096,0,0.0,
llama8b,draw4,model.layers.20.self_attn.k_proj,4096,0,0.0,
llama8b,seed0,model.layers.20.self_attn.o_proj,16384,2,0.0001220703125,1.0
llama8b,draw1,model.layers.20.self_attn.o_proj,16384,7,0.00042724609375,3.5
llama8b,draw2,model.layers.20.self_attn.o_proj,16384,0,0.0,0.0
llama8b,draw3,model.layers.20.self_attn.o_proj,16384,1,6.103515625e-05,0.5
llama8b,draw4,model.layers.20.self_attn.o_proj,16384,1,6.103515625e-05,0.5
llama8b,seed0,model.layers.20.self_attn.q_proj,16384,2,0.0001220703125,1.0
llama8b,draw1,model.layers.20.self_attn.q_proj,16384,3,0.00018310546875,1.5
llama8b,draw2,model.layers.20.self_attn.q_proj,16384,3,0.00018310546875,1.5
llama8b,draw3,model.layers.20.self_attn.q_proj,16384,2,0.0001220703125,1.0
llama8b,draw4,model.layers.20.self_attn.q_proj,16384,1,6.103515625e-05,0.5
llama8b,seed0,model.layers.20.self_attn.v_proj,4096,2,0.00048828125,1.0
llama8b,draw1,model.layers.20.self_attn.v_proj,4096,0,0.0,0.0
llama8b,draw2,model.layers.20.self_attn.v_proj,4096,0,0.0,0.0
llama8b,draw3,model.layers.20.self_attn.v_proj,4096,0,0.0,0.0
llama8b,draw4,model.layers.20.self_attn.v_proj,4096,1,0.000244140625,0.5
llama8b,seed0,model.layers.21.mlp.down_proj,57344,8,0.00013950892857142856,1.0
llama8b,draw1,model.layers.21.mlp.down_proj,57344,15,0.00026157924107142856,1.875
llama8b,draw2,model.layers.21.mlp.down_proj,57344,12,0.00020926339285714285,1.5
llama8b,draw3,model.layers.21.mlp.down_proj,57344,4,6.975446428571428e-05,0.5
llama8b,draw4,model.layers.21.mlp.down_proj,57344,3,5.231584821428571e-05,0.375
llama8b,seed0,model.layers.21.mlp.gate_proj,57344,5,8.719308035714286e-05,1.0
llama8b,draw1,model.layers.21.mlp.gate_proj,57344,11,0.00019182477678571428,2.2
llama8b,draw2,model.layers.21.mlp.gate_proj,57344,11,0.00019182477678571428,2.2
llama8b,draw3,model.layers.21.mlp.gate_proj,57344,3,5.231584821428571e-05,0.6
llama8b,draw4,model.layers.21.mlp.gate_proj,57344,4,6.975446428571428e-05,0.8
llama8b,seed0,model.layers.21.mlp.up_proj,57344,6,0.00010463169642857142,1.0
llama8b,draw1,model.layers.21.mlp.up_proj,57344,7,0.0001220703125,1.1666666666666667
llama8b,draw2,model.layers.21.mlp.up_proj,57344,4,6.975446428571428e-05,0.6666666666666666
llama8b,draw3,model.layers.21.mlp.up_proj,57344,2,3.487723214285714e-05,0.3333333333333333
llama8b,draw4,model.layers.21.mlp.up_proj,57344,4,6.975446428571428e-05,0.6666666666666666
llama8b,seed0,model.layers.21.self_attn.k_proj,4096,0,0.0,
llama8b,draw1,model.layers.21.self_attn.k_proj,4096,0,0.0,
llama8b,draw2,model.layers.21.self_attn.k_proj,4096,2,0.00048828125,
llama8b,draw3,model.layers.21.self_attn.k_proj,4096,0,0.0,
llama8b,draw4,model.layers.21.self_attn.k_proj,4096,1,0.000244140625,
llama8b,seed0,model.layers.21.self_attn.o_proj,16384,4,0.000244140625,1.0
llama8b,draw1,model.layers.21.self_attn.o_proj,16384,3,0.00018310546875,0.75
llama8b,draw2,model.layers.21.self_attn.o_proj,16384,5,0.00030517578125,1.25
llama8b,draw3,model.layers.21.self_attn.o_proj,16384,3,0.00018310546875,0.75
llama8b,draw4,model.layers.21.self_attn.o_proj,16384,8,0.00048828125,2.0
llama8b,seed0,model.layers.21.self_attn.q_proj,16384,0,0.0,
llama8b,draw1,model.layers.21.self_attn.q_proj,16384,1,6.103515625e-05,
llama8b,draw2,model.layers.21.self_attn.q_proj,16384,0,0.0,
llama8b,draw3,model.layers.21.self_attn.q_proj,16384,1,6.103515625e-05,
llama8b,draw4,model.layers.21.self_attn.q_proj,16384,0,0.0,
llama8b,seed0,model.layers.21.self_attn.v_proj,4096,0,0.0,
llama8b,draw1,model.layers.21.self_attn.v_proj,4096,2,0.00048828125,
llama8b,draw2,model.layers.21.self_attn.v_proj,4096,1,0.000244140625,
llama8b,draw3,model.layers.21.self_attn.v_proj,4096,0,0.0,
llama8b,draw4,model.layers.21.self_attn.v_proj,4096,1,0.000244140625,
llama8b,seed0,model.layers.22.mlp.down_proj,57344,6,0.00010463169642857142,1.0
llama8b,draw1,model.layers.22.mlp.down_proj,57344,12,0.00020926339285714285,2.0
llama8b,draw2,model.layers.22.mlp.down_proj,57344,11,0.00019182477678571428,1.8333333333333333
llama8b,draw3,model.layers.22.mlp.down_proj,57344,2,3.487723214285714e-05,0.3333333333333333
llama8b,draw4,model.layers.22.mlp.down_proj,57344,1,1.743861607142857e-05,0.16666666666666666
llama8b,seed0,model.layers.22.mlp.gate_proj,57344,7,0.0001220703125,1.0
llama8b,draw1,model.layers.22.mlp.gate_proj,57344,12,0.00020926339285714285,1.7142857142857142
llama8b,draw2,model.layers.22.mlp.gate_proj,57344,6,0.00010463169642857142,0.8571428571428571
llama8b,draw3,model.layers.22.mlp.gate_proj,57344,4,6.975446428571428e-05,0.5714285714285714
llama8b,draw4,model.layers.22.mlp.gate_proj,57344,7,0.0001220703125,1.0
llama8b,seed0,model.layers.22.mlp.up_proj,57344,7,0.0001220703125,1.0
llama8b,draw1,model.layers.22.mlp.up_proj,57344,7,0.0001220703125,1.0
llama8b,draw2,model.layers.22.mlp.up_proj,57344,9,0.00015694754464285715,1.2857142857142858
llama8b,draw3,model.layers.22.mlp.up_proj,57344,4,6.975446428571428e-05,0.5714285714285714
llama8b,draw4,model.layers.22.mlp.up_proj,57344,6,0.00010463169642857142,0.8571428571428571
llama8b,seed0,model.layers.22.self_attn.k_proj,4096,0,0.0,
llama8b,draw1,model.layers.22.self_attn.k_proj,4096,0,0.0,
llama8b,draw2,model.layers.22.self_attn.k_proj,4096,2,0.00048828125,
llama8b,draw3,model.layers.22.self_attn.k_proj,4096,0,0.0,
llama8b,draw4,model.layers.22.self_attn.k_proj,4096,0,0.0,
llama8b,seed0,model.layers.22.self_attn.o_proj,16384,2,0.0001220703125,1.0
llama8b,draw1,model.layers.22.self_attn.o_proj,16384,1,6.103515625e-05,0.5
llama8b,draw2,model.layers.22.self_attn.o_proj,16384,0,0.0,0.0
llama8b,draw3,model.layers.22.self_attn.o_proj,16384,0,0.0,0.0
llama8b,draw4,model.layers.22.self_attn.o_proj,16384,0,0.0,0.0
llama8b,seed0,model.layers.22.self_attn.q_proj,16384,3,0.00018310546875,1.0
llama8b,draw1,model.layers.22.self_attn.q_proj,16384,1,6.103515625e-05,0.3333333333333333
llama8b,draw2,model.layers.22.self_attn.q_proj,16384,1,6.103515625e-05,0.3333333333333333
llama8b,draw3,model.layers.22.self_attn.q_proj,16384,2,0.0001220703125,0.6666666666666666
llama8b,draw4,model.layers.22.self_attn.q_proj,16384,0,0.0,0.0
llama8b,seed0,model.layers.22.self_attn.v_proj,4096,2,0.00048828125,1.0
llama8b,draw1,model.layers.22.self_attn.v_proj,4096,1,0.000244140625,0.5
llama8b,draw2,model.layers.22.self_attn.v_proj,4096,1,0.000244140625,0.5
llama8b,draw3,model.layers.22.self_attn.v_proj,4096,1,0.000244140625,0.5
llama8b,draw4,model.layers.22.self_attn.v_proj,4096,0,0.0,0.0
llama8b,seed0,model.layers.23.mlp.down_proj,57344,3,5.231584821428571e-05,1.0
llama8b,draw1,model.layers.23.mlp.down_proj,57344,12,0.00020926339285714285,4.0
llama8b,draw2,model.layers.23.mlp.down_proj,57344,7,0.0001220703125,2.3333333333333335
llama8b,draw3,model.layers.23.mlp.down_proj,57344,3,5.231584821428571e-05,1.0
llama8b,draw4,model.layers.23.mlp.down_proj,57344,3,5.231584821428571e-05,1.0
llama8b,seed0,model.layers.23.mlp.gate_proj,57344,11,0.00019182477678571428,1.0
llama8b,draw1,model.layers.23.mlp.gate_proj,57344,15,0.00026157924107142856,1.3636363636363635
llama8b,draw2,model.layers.23.mlp.gate_proj,57344,8,0.00013950892857142856,0.7272727272727273
llama8b,draw3,model.layers.23.mlp.gate_proj,57344,5,8.719308035714286e-05,0.45454545454545453
llama8b,draw4,model.layers.23.mlp.gate_proj,57344,2,3.487723214285714e-05,0.18181818181818182
llama8b,seed0,model.layers.23.mlp.up_proj,57344,7,0.0001220703125,1.0
