model,draw,module,U,K,density,density_ratio_vs_seed0
llama8b,draw4,model.layers.23.mlp.up_proj,57344,6,0.00010463169642857142,0.8571428571428571
llama8b,seed0,model.layers.23.self_attn.k_proj,4096,0,0.0,
llama8b,draw1,model.layers.23.self_attn.k_proj,4096,0,0.0,
llama8b,draw2,model.layers.23.self_attn.k_proj,4096,0,0.0,
llama8b,draw3,model.layers.23.self_attn.k_proj,4096,0,0.0,
llama8b,draw4,model.layers.23.self_attn.k_proj,4096,0,0.0,
llama8b,seed0,model.layers.23.self_attn.o_proj,16384,0,0.0,
llama8b,draw1,model.layers.23.self_attn.o_proj,16384,6,0.0003662109375,
llama8b,draw2,model.layers.23.self_attn.o_proj,16384,2,0.0001220703125,
llama8b,draw3,model.layers.23.self_attn.o_proj,16384,1,6.103515625e-05,
llama8b,draw4,model.layers.23.self_attn.o_proj,16384,1,6.103515625e-05,
llama8b,seed0,model.layers.23.self_attn.q_proj,16384,1,6.103515625e-05,1.0
llama8b,draw1,model.layers.23.self_attn.q_proj,16384,0,0.0,0.0
llama8b,draw2,model.layers.23.self_attn.q_proj,16384,1,6.103515625e-05,1.0
llama8b,draw3,model.layers.23.self_attn.q_proj,16384,0,0.0,0.0
llama8b,draw4,model.layers.23.self_attn.q_proj,16384,1,6.103515625e-05,1.0
llama8b,seed0,model.layers.23.self_attn.v_proj,4096,0,0.0,
llama8b,draw1,model.layers.23.self_attn.v_proj,4096,1,0.000244140625,
llama8b,draw2,model.layers.23.self_attn.v_proj,4096,1,0.000244140625,
llama8b,draw3,model.layers.23.self_attn.v_proj,4096,0,0.0,
llama8b,draw4,model.layers.23.self_attn.v_proj,4096,0,0.0,
llama8b,seed0,model.layers.24.mlp.down_proj,57344,10,0.00017438616071428572,1.0
llama8b,draw1,model.layers.24.mlp.down_proj,57344,10,0.00017438616071428572,1.0
llama8b,draw2,model.layers.24.mlp.down_proj,57344,8,0.00013950892857142856,0.8
llama8b,draw3,model.layers.24.mlp.down_proj,57344,6,0.00010463169642857142,0.6
llama8b,draw4,model.layers.24.mlp.down_proj,57344,6,0.00010463169642857142,0.6
llama8b,seed0,model.layers.24.mlp.gate_proj,57344,6,0.00010463169642857142,1.0
llama8b,draw1,model.layers.24.mlp.gate_proj,57344,18,0.0003138950892857143,3.0
llama8b,draw2,model.layers.24.mlp.gate_proj,57344,9,0.00015694754464285715,1.5
llama8b,draw3,model.layers.24.mlp.gate_proj,57344,1,1.743861607142857e-05,0.16666666666666666
llama8b,draw4,model.layers.24.mlp.gate_proj,57344,2,3.487723214285714e-05,0.3333333333333333
llama8b,seed0,model.layers.24.mlp.up_proj,57344,4,6.975446428571428e-05,1.0
llama8b,draw1,model.layers.24.mlp.up_proj,57344,5,8.719308035714286e-05,1.25
llama8b,draw2,model.layers.24.mlp.up_proj,57344,7,0.0001220703125,1.75
llama8b,draw3,model.layers.24.mlp.up_proj,57344,1,1.743861607142857e-05,0.25
llama8b,draw4,model.layers.24.mlp.up_proj,57344,5,8.719308035714286e-05,1.25
llama8b,seed0,model.layers.24.self_attn.k_proj,4096,0,0.0,
llama8b,draw1,model.layers.24.self_attn.k_proj,4096,0,0.0,
llama8b,draw2,model.layers.24.self_attn.k_proj,4096,0,0.0,
llama8b,draw3,model.layers.24.self_attn.k_proj,4096,0,0.0,
llama8b,draw4,model.layers.24.self_attn.k_proj,4096,0,0.0,
llama8b,seed0,model.layers.24.self_attn.o_proj,16384,1,6.103515625e-05,1.0
llama8b,draw1,model.layers.24.self_attn.o_proj,16384,2,0.0001220703125,2.0
llama8b,draw2,model.layers.24.self_attn.o_proj,16384,3,0.00018310546875,3.0
llama8b,draw3,model.layers.24.self_attn.o_proj,16384,1,6.103515625e-05,1.0
llama8b,draw4,model.layers.24.self_attn.o_proj,16384,2,0.0001220703125,2.0
llama8b,seed0,model.layers.24.self_attn.q_proj,16384,0,0.0,
llama8b,draw1,model.layers.24.self_attn.q_proj,16384,0,0.0,
llama8b,draw2,model.layers.24.self_attn.q_proj,16384,0,0.0,
llama8b,draw3,model.layers.24.self_attn.q_proj,16384,0,0.0,
llama8b,draw4,model.layers.24.self_attn.q_proj,16384,1,6.103515625e-05,
llama8b,seed0,model.layers.24.self_attn.v_proj,4096,0,0.0,
llama8b,draw1,model.layers.24.self_attn.v_proj,4096,2,0.00048828125,
llama8b,draw2,model.layers.24.self_attn.v_proj,4096,3,0.000732421875,
llama8b,draw3,model.layers.24.self_attn.v_proj,4096,1,0.000244140625,
llama8b,draw4,model.layers.24.self_attn.v_proj,4096,1,0.000244140625,
llama8b,seed0,model.layers.25.mlp.down_proj,57344,5,8.719308035714286e-05,1.0
llama8b,draw1,model.layers.25.mlp.down_proj,57344,11,0.00019182477678571428,2.2
llama8b,draw2,model.layers.25.mlp.down_proj,57344,8,0.00013950892857142856,1.6
llama8b,draw3,model.layers.25.mlp.down_proj,57344,7,0.0001220703125,1.4
llama8b,draw4,model.layers.25.mlp.down_proj,57344,1,1.743861607142857e-05,0.2
llama8b,seed0,model.layers.25.mlp.gate_proj,57344,11,0.00019182477678571428,1.0
llama8b,draw1,model.layers.25.mlp.gate_proj,57344,10,0.00017438616071428572,0.9090909090909091
llama8b,draw2,model.layers.25.mlp.gate_proj,57344,13,0.00022670200892857144,1.1818181818181819
llama8b,draw3,model.layers.25.mlp.gate_proj,57344,1,1.743861607142857e-05,0.09090909090909091
llama8b,draw4,model.layers.25.mlp.gate_proj,57344,5,8.719308035714286e-05,0.45454545454545453
llama8b,seed0,model.layers.25.mlp.up_proj,57344,6,0.00010463169642857142,1.0
llama8b,draw1,model.layers.25.mlp.up_proj,57344,11,0.00019182477678571428,1.8333333333333333
llama8b,draw2,model.layers.25.mlp.up_proj,57344,8,0.00013950892857142856,1.3333333333333333
llama8b,draw3,model.layers.25.mlp.up_proj,57344,1,1.743861607142857e-05,0.16666666666666666
llama8b,draw4,model.layers.25.mlp.up_proj,57344,2,3.487723214285714e-05,0.3333333333333333
llama8b,seed0,model.layers.25.self_attn.k_proj,4096,4,0.0009765625,1.0
llama8b,draw1,model.layers.25.self_attn.k_proj,4096,2,0.00048828125,0.5
llama8b,draw2,model.layers.25.self_attn.k_proj,4096,1,0.000244140625,0.25
llama8b,draw3,model.layers.25.self_attn.k_proj,4096,0,0.0,0.0
llama8b,draw4,model.layers.25.self_attn.k_proj,4096,0,0.0,0.0
llama8b,seed0,model.layers.25.self_attn.o_proj,16384,1,6.103515625e-05,1.0
llama8b,draw1,model.layers.25.self_attn.o_proj,16384,5,0.00030517578125,5.0
llama8b,draw2,model.layers.25.self_attn.o_proj,16384,2,0.0001220703125,2.0
llama8b,draw3,model.layers.25.self_attn.o_proj,16384,2,0.0001220703125,2.0
llama8b,draw4,model.layers.25.self_attn.o_proj,16384,5,0.00030517578125,5.0
llama8b,seed0,model.layers.25.self_attn.q_proj,16384,2,0.0001220703125,1.0
llama8b,draw1,model.layers.25.self_attn.q_proj,16384,8,0.00048828125,4.0
llama8b,draw2,model.layers.25.self_attn.q_proj,16384,1,6.103515625e-05,0.5
llama8b,draw3,model.layers.25.self_attn.q_proj,16384,2,0.0001220703125,1.0
llama8b,draw4,model.layers.25.self_attn.q_proj,16384,2,0.0001220703125,1.0
llama8b,seed0,model.layers.25.self_attn.v_proj,4096,0,0.0,
llama8b,draw1,model.layers.25.self_attn.v_proj,4096,4,0.0009765625,
llama8b,draw2,model.layers.25.self_attn.v_proj,4096,3,0.000732421875,
llama8b,draw3,model.layers.25.self_attn.v_proj,4096,1,0.000244140625,
llama8b,draw4,model.layers.25.self_attn.v_proj,4096,3,0.000732421875,
llama8b,seed0,model.layers.26.mlp.down_proj,57344,15,0.00026157924107142856,1.0
llama8b,draw1,model.layers.26.mlp.down_proj,57344,10,0.00017438616071428572,0.6666666666666666
llama8b,draw2,model.layers.26.mlp.down_proj,57344,7,0.0001220703125,0.4666666666666667
llama8b,draw3,model.layers.26.mlp.down_proj,57344,3,5.231584821428571e-05,0.2
llama8b,draw4,model.layers.26.mlp.down_proj,57344,3,5.231584821428571e-05,0.2
llama8b,seed0,model.layers.26.mlp.gate_proj,57344,4,6.975446428571428e-05,1.0
llama8b,draw1,model.layers.26.mlp.gate_proj,57344,4,6.975446428571428e-05,1.0
llama8b,draw2,model.layers.26.mlp.gate_proj,57344,10,0.00017438616071428572,2.5
llama8b,draw3,model.layers.26.mlp.gate_proj,57344,0,0.0,0.0
llama8b,draw4,model.layers.26.mlp.gate_proj,57344,2,3.487723214285714e-05,0.5
llama8b,seed0,model.layers.26.mlp.up_proj,57344,5,8.719308035714286e-05,1.0
llama8b,draw1,model.layers.26.mlp.up_proj,57344,12,0.00020926339285714285,2.4
llama8b,draw2,model.layers.26.mlp.up_proj,57344,10,0.00017438616071428572,2.0
llama8b,draw3,model.layers.26.mlp.up_proj,57344,1,1.743861607142857e-05,0.2
llama8b,draw4,model.layers.26.mlp.up_proj,57344,3,5.231584821428571e-05,0.6
llama8b,seed0,model.layers.26.self_attn.k_proj,4096,4,0.0009765625,1.0
llama8b,draw1,model.layers.26.self_attn.k_proj,4096,3,0.000732421875,0.75
llama8b,draw2,model.layers.26.self_attn.k_proj,4096,5,0.001220703125,1.25
llama8b,draw3,model.layers.26.self_attn.k_proj,4096,1,0.000244140625,0.25
llama8b,draw4,model.layers.26.self_attn.k_proj,4096,2,0.00048828125,0.5
llama8b,seed0,model.layers.26.self_attn.o_proj,16384,5,0.00030517578125,1.0
llama8b,draw1,model.layers.26.self_attn.o_proj,16384,5,0.00030517578125,1.0
llama8b,draw2,model.layers.26.self_attn.o_proj,16384,6,0.0003662109375,1.2
llama8b,draw3,model.layers.26.self_attn.o_proj,16384,6,0.0003662109375,1.2
llama8b,draw4,model.layers.26.self_attn.o_proj,16384,3,0.00018310546875,0.6
llama8b,seed0,model.layers.26.self_attn.q_proj,16384,4,0.000244140625,1.0
llama8b,draw1,model.layers.26.self_attn.q_proj,16384,4,0.000244140625,1.0
llama8b,draw2,model.layers.26.self_attn.q_proj,16384,8,0.00048828125,2.0
llama8b,draw3,model.layers.26.self_attn.q_proj,16384,2,0.0001220703125,0.5
llama8b,draw4,model.layers.26.self_attn.q_proj,16384,2,0.0001220703125,0.5
llama8b,seed0,model.layers.26.self_attn.v_proj,4096,2,0.00048828125,1.0
llama8b,draw1,model.layers.26.self_attn.v_proj,4096,4,0.0009765625,2.0
llama8b,draw2,model.layers.26.self_attn.v_proj,4096,4,0.0009765625,2.0
llama8b,draw3,model.layers.26.self_attn.v_proj,4096,1,0.000244140625,0.5
llama8b,draw4,model.layers.26.self_attn.v_proj,4096,5,0.001220703125,2.5
llama8b,seed0,model.layers.27.mlp.down_proj,57344,10,0.00017438616071428572,1.0
llama8b,draw1,model.layers.27.mlp.down_proj,57344,21,0.0003662109375,2.1
llama8b,draw2,model.layers.27.mlp.down_proj,57344,11,0.00019182477678571428,1.1
llama8b,draw3,model.layers.27.mlp.down_proj,57344,6,0.00010463169642857142,0.6
llama8b,draw4,model.layers.27.mlp.down_proj,57344,3,5.231584821428571e-05,0.3
llama8b,seed0,model.layers.27.mlp.gate_proj,57344,5,8.719308035714286e-05,1.0
llama8b,draw1,model.layers.27.mlp.gate_proj,57344,13,0.00022670200892857144,2.6
llama8b,draw2,model.layers.27.mlp.gate_proj,57344,12,0.00020926339285714285,2.4
llama8b,draw3,model.layers.27.mlp.gate_proj,57344,4,6.975446428571428e-05,0.8
llama8b,draw4,model.layers.27.mlp.gate_proj,57344,5,8.719308035714286e-05,1.0
llama8b,seed0,model.layers.27.mlp.up_proj,57344,7,0.0001220703125,1.0
llama8b,draw1,model.layers.27.mlp.up_proj,57344,15,0.00026157924107142856,2.142857142857143
llama8b,draw2,model.layers.27.mlp.up_proj,57344,12,0.00020926339285714285,1.7142857142857142
llama8b,draw3,model.layers.27.mlp.up_proj,57344,5,8.719308035714286e-05,0.7142857142857143
llama8b,draw4,model.layers.27.mlp.up_proj,57344,1,1.743861607142857e-05,0.14285714285714285
llama8b,seed0,model.layers.27.self_attn.k_proj,4096,1,0.000244140625,1.0
llama8b,draw1,model.layers.27.self_attn.k_proj,4096,3,0.000732421875,3.0
llama8b,draw2,model.layers.27.self_attn.k_proj,4096,8,0.001953125,8.0
llama8b,draw3,model.layers.27.self_attn.k_proj,4096,2,0.00048828125,2.0
llama8b,draw4,model.layers.27.self_attn.k_proj,4096,7,0.001708984375,7.0
llama8b,seed0,model.layers.27.self_attn.o_proj,16384,1,6.103515625e-05,1.0
llama8b,draw1,model.layers.27.self_attn.o_proj,16384,7,0.00042724609375,7.0
llama8b,draw2,model.layers.27.self_attn.o_proj,16384,2,0.0001220703125,2.0
llama8b,draw3,model.layers.27.self_attn.o_proj,16384,1,6.103515625e-05,1.0
llama8b,draw4,model.layers.27.self_attn.o_proj,16384,4,0.000244140625,4.0
llama8b,seed0,model.layers.27.self_attn.q_proj,16384,0,0.0,
llama8b,draw1,model.layers.27.self_attn.q_proj,16384,0,0.0,
llama8b,draw2,model.layers.27.self_attn.q_proj,16384,18,0.0010986328125,
llama8b,draw3,model.layers.27.self_attn.q_proj,16384,3,0.00018310546875,
llama8b,draw4,model.layers.27.self_attn.q_proj,16384,16,0.0009765625,
llama8b,seed0,model.layers.27.self_attn.v_proj,4096,1,0.000244140625,1.0
llama8b,draw1,model.layers.27.self_attn.v_proj,4096,4,0.0009765625,4.0
llama8b,draw2,model.layers.27.self_attn.v_proj,4096,0,0.0,0.0
llama8b,draw3,model.layers.27.self_attn.v_proj,4096,0,0.0,0.0
llama8b,draw4,model.layers.27.self_attn.v_proj,4096,0,0.0,0.0
llama8b,seed0,model.layers.28.mlp.down_proj,57344,15,0.00026157924107142856,1.0
llama8b,draw1,model.layers.28.mlp.down_proj,57344,35,0.0006103515625,2.3333333333333335
llama8b,draw2,model.layers.28.mlp.down_proj,57344,14,0.000244140625,0.9333333333333333
llama8b,draw3,model.layers.28.mlp.down_proj,57344,10,0.00017438616071428572,0.6666666666666666
llama8b,draw4,model.layers.28.mlp.down_proj,57344,15,0.00026157924107142856,1.0
llama8b,seed0,model.layers.28.mlp.gate_proj,57344,6,0.00010463169642857142,1.0
llama8b,draw1,model.layers.28.mlp.gate_proj,57344,12,0.00020926339285714285,2.0
llama8b,draw2,model.layers.28.mlp.gate_proj,57344,5,8.719308035714286e-05,0.8333333333333334
llama8b,draw3,model.layers.28.mlp.gate_proj,57344,0,0.0,0.0
llama8b,draw4,model.layers.28.mlp.gate_proj,57344,1,1.743861607142857e-05,0.16666666666666666
llama8b,seed0,model.layers.28.mlp.up_proj,57344,5,8.719308035714286e-05,1.0
llama8b,draw1,model.layers.28.mlp.up_proj,57344,8,0.00013950892857142856,1.6
llama8b,draw2,model.layers.28.mlp.up_proj,57344,7,0.0001220703125,1.4
llama8b,draw3,model.layers.28.mlp.up_proj,57344,5,8.719308035714286e-05,1.0
llama8b,draw4,model.layers.28.mlp.up_proj,57344,8,0.00013950892857142856,1.6
llama8b,seed0,model.layers.28.self_attn.k_proj,4096,2,0.00048828125,1.0
llama8b,draw1,model.layers.28.self_attn.k_proj,4096,3,0.000732421875,1.5
llama8b,draw2,model.layers.28.self_attn.k_proj,4096,1,0.000244140625,0.5
llama8b,draw3,model.layers.28.self_attn.k_proj,4096,0,0.0,0.0
llama8b,draw4,model.layers.28.self_attn.k_proj,4096,0,0.0,0.0
llama8b,seed0,model.layers.28.self_attn.o_proj,16384,1,6.103515625e-05,1.0
llama8b,draw1,model.layers.28.self_attn.o_proj,16384,5,0.00030517578125,5.0
llama8b,draw2,model.layers.28.self_attn.o_proj,16384,3,0.00018310546875,3.0
llama8b,draw3,model.layers.28.self_attn.o_proj,16384,0,0.0,0.0
llama8b,draw4,model.layers.28.self_attn.o_proj,16384,4,0.000244140625,4.0
llama8b,seed0,model.layers.28.self_attn.q_proj,16384,3,0.00018310546875,1.0
llama8b,draw1,model.layers.28.self_attn.q_proj,16384,12,0.000732421875,4.0
llama8b,draw2,model.layers.28.self_attn.q_proj,16384,3,0.00018310546875,1.0
llama8b,draw3,model.layers.28.self_attn.q_proj,16384,2,0.0001220703125,0.6666666666666666
llama8b,draw4,model.layers.28.self_attn.q_proj,16384,3,0.00018310546875,1.0
llama8b,seed0,model.layers.28.self_attn.v_proj,4096,1,0.000244140625,1.0
llama8b,draw1,model.layers.28.self_attn.v_proj,4096,6,0.00146484375,6.0
llama8b,draw2,model.layers.28.self_attn.v_proj,4096,9,0.002197265625,9.0
llama8b,draw3,model.layers.28.self_attn.v_proj,4096,1,0.000244140625,1.0
llama8b,draw4,model.layers.28.self_attn.v_proj,4096,4,0.0009765625,4.0
llama8b,seed0,model.layers.29.mlp.down_proj,57344,24,0.0004185267857142857,1.0
llama8b,draw1,model.layers.29.mlp.down_proj,57344,57,0.0009940011160714285,2.375
llama8b,draw2,model.layers.29.mlp.down_proj,57344,17,0.0002964564732142857,0.7083333333333334
llama8b,draw3,model.layers.29.mlp.down_proj,57344,13,0.00022670200892857144,0.5416666666666666
llama8b,draw4,model.layers.29.mlp.down_proj,57344,20,0.00034877232142857144,0.8333333333333334
llama8b,seed0,model.layers.29.mlp.gate_proj,57344,6,0.00010463169642857142,1.0
llama8b,draw1,model.layers.29.mlp.gate_proj,57344,17,0.0002964564732142857,2.8333333333333335
llama8b,draw2,model.layers.29.mlp.gate_proj,57344,9,0.00015694754464285715,1.5
llama8b,draw3,model.layers.29.mlp.gate_proj,57344,4,6.975446428571428e-05,0.6666666666666666
llama8b,draw4,model.layers.29.mlp.gate_proj,57344,7,0.0001220703125,1.1666666666666667
llama8b,seed0,model.layers.29.mlp.up_proj,57344,34,0.0005929129464285714,1.0
llama8b,draw1,model.layers.29.mlp.up_proj,57344,30,0.0005231584821428571,0.8823529411764706
llama8b,draw2,model.layers.29.mlp.up_proj,57344,26,0.00045340401785714287,0.7647058823529411
llama8b,draw3,model.layers.29.mlp.up_proj,57344,12,0.00020926339285714285,0.35294117647058826
llama8b,draw4,model.layers.29.mlp.up_proj,57344,16,0.00027901785714285713,0.47058823529411764
llama8b,seed0,model.layers.29.self_attn.k_proj,4096,3,0.000732421875,1.0
llama8b,draw1,model.layers.29.self_attn.k_proj,4096,1,0.000244140625,0.3333333333333333
llama8b,draw2,model.layers.29.self_attn.k_proj,4096,3,0.000732421875,1.0
llama8b,draw3,model.layers.29.self_attn.k_proj,4096,1,0.000244140625,0.3333333333333333
llama8b,draw4,model.layers.29.self_attn.k_proj,4096,2,0.00048828125,0.6666666666666666
llama8b,seed0,model.layers.29.self_attn.o_proj,16384,10,0.0006103515625,1.0
llama8b,draw1,model.layers.29.self_attn.o_proj,16384,11,0.00067138671875,1.1
llama8b,draw2,model.layers.29.self_attn.o_proj,16384,5,0.00030517578125,0.5
llama8b,draw3,model.layers.29.self_attn.o_proj,16384,0,0.0,0.0
llama8b,draw4,model.layers.29.self_attn.o_proj,16384,11,0.00067138671875,1.1
llama8b,seed0,model.layers.29.self_attn.q_proj,16384,12,0.000732421875,1.0
llama8b,draw1,model.layers.29.self_attn.q_proj,16384,26,0.0015869140625,2.1666666666666665
llama8b,draw2,model.layers.29.self_attn.q_proj,16384,33,0.00201416015625,2.75
llama8b,draw3,model.layers.29.self_attn.q_proj,16384,11,0.00067138671875,0.9166666666666666
llama8b,draw4,model.layers.29.self_attn.q_proj,16384,19,0.00115966796875,1.5833333333333333
llama8b,seed0,model.layers.29.self_attn.v_proj,4096,2,0.00048828125,1.0
llama8b,draw1,model.layers.29.self_attn.v_proj,4096,7,0.001708984375,3.5
llama8b,draw2,model.layers.29.self_attn.v_proj,4096,4,0.0009765625,2.0
llama8b,draw3,model.layers.29.self_attn.v_proj,4096,1,0.000244140625,0.5
llama8b,draw4,model.layers.29.self_attn.v_proj,4096,3,0.000732421875,1.5
llama8b,seed0,model.layers.3.mlp.down_proj,57344,16,0.00027901785714285713,1.0
llama8b,draw1,model.layers.3.mlp.down_proj,57344,11,0.00019182477678571428,0.6875
llama8b,draw2,model.layers.3.mlp.down_proj,57344,5,8.719308035714286e-05,0.3125
llama8b,draw3,model.layers.3.mlp.down_proj,57344,6,0.00010463169642857142,0.375
llama8b,draw4,model.layers.3.mlp.down_proj,57344,6,0.00010463169642857142,0.375
llama8b,seed0,model.layers.3.mlp.gate_proj,57344,6,0.00010463169642857142,1.0
llama8b,draw1,model.layers.3.mlp.gate_proj,57344,12,0.00020926339285714285,2.0
llama8b,draw2,model.layers.3.mlp.gate_proj,57344,7,0.0001220703125,1.1666666666666667
llama8b,draw3,model.layers.3.mlp.gate_proj,57344,9,0.00015694754464285715,1.5
llama8b,draw4,model.layers.3.mlp.gate_proj,57344,6,0.00010463169642857142,1.0
llama8b,seed0,model.layers.3.mlp.up_proj,57344,7,0.0001220703125,1.0
llama8b,draw1,model.layers.3.mlp.up_proj,57344,7,0.0001220703125,1.0
llama8b,draw2,model.layers.3.mlp.up_proj,57344,11,0.00019182477678571428,1.5714285714285714
llama8b,draw3,model.layers.3.mlp.up_proj,57344,9,0.00015694754464285715,1.2857142857142858
llama8b,draw4,model.layers.3.mlp.up_proj,57344,8,0.00013950892857142856,1.1428571428571428
llama8b,seed0,model.layers.3.self_attn.k_proj,4096,0,0.0,
llama8b,draw1,model.layers.3.self_attn.k_proj,4096,3,0.000732421875,
llama8b,draw2,model.layers.3.self_attn.k_proj,4096,1,0.000244140625,
llama8b,draw3,model.layers.3.self_attn.k_proj,4096,1,0.000244140625,
llama8b,draw4,model.layers.3.self_attn.k_proj,4096,0,0.0,
llama8b,seed0,model.layers.3.self_attn.o_proj,16384,2,0.0001220703125,1.0
llama8b,draw1,model.layers.3.self_attn.o_proj,16384,3,0.00018310546875,1.5
llama8b,draw2,model.layers.3.self_attn.o_proj,16384,3,0.00018310546875,1.5
llama8b,draw3,model.layers.3.self_attn.o_proj,16384,3,0.00018310546875,1.5
llama8b,draw4,model.layers.3.self_attn.o_proj,16384,1,6.103515625e-05,0.5
llama8b,seed0,model.layers.3.self_attn.q_proj,16384,3,0.00018310546875,1.0
llama8b,draw1,model.layers.3.self_attn.q_proj,16384,7,0.00042724609375,2.3333333333333335
llama8b,draw2,model.layers.3.self_attn.q_proj,16384,0,0.0,0.0
llama8b,draw3,model.layers.3.self_attn.q_proj,16384,7,0.00042724609375,2.3333333333333335
llama8b,draw4,model.layers.3.self_attn.q_proj,16384,1,6.103515625e-05,0.3333333333333333
llama8b,seed0,model.layers.3.self_attn.v_proj,4096,2,0.00048828125,1.0
llama8b,draw1,model.layers.3.self_attn.v_proj,4096,0,0.0,0.0
llama8b,draw2,model.layers.3.self_attn.v_proj,4096,4,0.0009765625,2.0
llama8b,draw3,model.layers.3.self_attn.v_proj,4096,1,0.000244140625,0.5
llama8b,draw4,model.layers.3.self_attn.v_proj,4096,1,0.000244140625,0.5
llama8b,seed0,model.layers.30.mlp.down_proj,57344,28,0.00048828125,1.0
llama8b,draw1,model.layers.30.mlp.down_proj,57344,38,0.0006626674107142857,1.3571428571428572
llama8b,draw2,model.layers.30.mlp.down_proj,57344,22,0.00038364955357142856,0.7857142857142857
llama8b,draw3,model.layers.30.mlp.down_proj,57344,17,0.0002964564732142857,0.6071428571428571
llama8b,draw4,model.layers.30.mlp.down_proj,57344,18,0.0003138950892857143,0.6428571428571429
llama8b,seed0,model.layers.30.mlp.gate_proj,57344,17,0.0002964564732142857,1.0
llama8b,draw1,model.layers.30.mlp.gate_proj,57344,18,0.0003138950892857143,1.0588235294117647
llama8b,draw2,model.layers.30.mlp.gate_proj,57344,17,0.0002964564732142857,1.0
llama8b,draw3,model.layers.30.mlp.gate_proj,57344,12,0.00020926339285714285,0.7058823529411765
llama8b,draw4,model.layers.30.mlp.gate_proj,57344,14,0.000244140625,0.8235294117647058
llama8b,seed0,model.layers.30.mlp.up_proj,57344,34,0.0005929129464285714,1.0
llama8b,draw1,model.layers.30.mlp.up_proj,57344,28,0.00048828125,0.8235294117647058
llama8b,draw2,model.layers.30.mlp.up_proj,57344,29,0.0005057198660714286,0.8529411764705882
llama8b,draw3,model.layers.30.mlp.up_proj,57344,22,0.00038364955357142856,0.6470588235294118
llama8b,draw4,model.layers.30.mlp.up_proj,57344,22,0.00038364955357142856,0.6470588235294118
llama8b,seed0,model.layers.30.self_attn.k_proj,4096,0,0.0,
llama8b,draw1,model.layers.30.self_attn.k_proj,4096,1,0.000244140625,
llama8b,draw2,model.layers.30.self_attn.k_proj,4096,0,0.0,
llama8b,draw3,model.layers.30.self_attn.k_proj,4096,0,0.0,
llama8b,draw4,model.layers.30.self_attn.k_proj,4096,0,0.0,
llama8b,seed0,model.layers.30.self_attn.o_proj,16384,5,0.00030517578125,1.0
llama8b,draw1,model.layers.30.self_attn.o_proj,16384,5,0.00030517578125,1.0
llama8b,draw2,model.layers.30.self_attn.o_proj,16384,4,0.000244140625,0.8
llama8b,draw3,model.layers.30.self_attn.o_proj,16384,3,0.00018310546875,0.6
llama8b,draw4,model.layers.30.self_attn.o_proj,16384,3,0.00018310546875,0.6
llama8b,seed0,model.layers.30.self_attn.q_proj,16384,0,0.0,
llama8b,draw1,model.layers.30.self_attn.q_proj,16384,4,0.000244140625,
llama8b,draw2,model.layers.30.self_attn.q_proj,16384,4,0.000244140625,
llama8b,draw3,model.layers.30.self_attn.q_proj,16384,0,0.0,
llama8b,draw4,model.layers.30.self_attn.q_proj,16384,1,6.103515625e-05,
llama8b,seed0,model.layers.30.self_attn.v_proj,4096,4,0.0009765625,1.0
llama8b,draw1,model.layers.30.self_attn.v_proj,4096,6,0.00146484375,1.5
llama8b,draw2,model.layers.30.self_attn.v_proj,4096,2,0.00048828125,0.5
llama8b,draw3,model.layers.30.self_attn.v_proj,4096,3,0.000732421875,0.75
llama8b,draw4,model.layers.30.self_attn.v_proj,4096,5,0.001220703125,1.25
llama8b,seed0,model.layers.31.mlp.down_proj,57344,418,0.007289341517857143,1.0
llama8b,draw1,model.layers.31.mlp.down_proj,57344,431,0.007516043526785714,1.0311004784688995
llama8b,draw2,model.layers.31.mlp.down_proj,57344,359,0.006260463169642857,0.8588516746411483
llama8b,draw3,model.layers.31.mlp.down_proj,57344,340,0.005929129464285714,0.8133971291866029
llama8b,draw4,model.layers.31.mlp.down_proj,57344,420,0.00732421875,1.0047846889952152
llama8b,seed0,model.layers.31.mlp.gate_proj,57344,30,0.0005231584821428571,1.0
llama8b,draw1,model.layers.31.mlp.gate_proj,57344,30,0.0005231584821428571,1.0
llama8b,draw2,model.layers.31.mlp.gate_proj,57344,26,0.00045340401785714287,0.8666666666666667
llama8b,draw3,model.layers.31.mlp.gate_proj,57344,32,0.0005580357142857143,1.0666666666666667
llama8b,draw4,model.layers.31.mlp.gate_proj,57344,28,0.00048828125,0.9333333333333333
llama8b,seed0,model.layers.31.mlp.up_proj,57344,23,0.00040108816964285713,1.0
llama8b,draw1,model.layers.31.mlp.up_proj,57344,26,0.00045340401785714287,1.1304347826086956
llama8b,draw2,model.layers.31.mlp.up_proj,57344,22,0.00038364955357142856,0.9565217391304348
llama8b,draw3,model.layers.31.mlp.up_proj,57344,26,0.00045340401785714287,1.1304347826086956
llama8b,draw4,model.layers.31.mlp.up_proj,57344,39,0.0006801060267857143,1.6956521739130435
llama8b,seed0,model.layers.31.self_attn.k_proj,4096,3,0.000732421875,1.0
llama8b,draw1,model.layers.31.self_attn.k_proj,4096,15,0.003662109375,5.0
llama8b,draw2,model.layers.31.self_attn.k_proj,4096,9,0.002197265625,3.0
llama8b,draw3,model.layers.31.self_attn.k_proj,4096,32,0.0078125,10.666666666666666
llama8b,draw4,model.layers.31.self_attn.k_proj,4096,9,0.002197265625,3.0
llama8b,seed0,model.layers.31.self_attn.o_proj,16384,10,0.0006103515625,1.0
